withdrawal_id,source_system,source_id,user_id,amount,currency_id,interface_id,status,event_date_id,event_timestamp
9mQcBtoVegTxSZuzZfLbkQUXz/BoyCEhfsGDjpPbXno=,bitso,4198,+pmxeih08J21T3G4nuBi0p5ZiKHf7WDULob5WU93A0k=,1.01,U+v/RVG769mL9JiNousX8gYxTYpYVJyOSzrDEGfVsLU=,S15X9usvQrkDmz0eE5KSlfIxdJxRDL40HNaANtmvl+I=,failed,20200525,2020-05-25 23:46:50.614000 UTC
RFEry/1rX5hV+pKMtmFabIBB1u1ni1b7MQUY/02+ut4=,bitso,4199,+pmxeih08J21T3G4nuBi0p5ZiKHf7WDULob5WU93A0k=,1.02,U+v/RVG769mL9JiNousX8gYxTYpYVJyOSzrDEGfVsLU=,S15X9usvQrkDmz0eE5KSlfIxdJxRDL40HNaANtmvl+I=,failed,20200525,2020-05-25 23:50:40.183000 UTC
W49TsEEf209JkjlMBjpjoQqrk9DlU4AgCCXhT4yEFbY=,bitso,44118,+stvVL86zEUuAXGCpb2qHxgzhaLo4QBNQjPWB4TTFWc=,50,zRY071WxNnnlm65ZXMAmQX3JAQc46gogrjtpS1T6gvo=,S15X9usvQrkDmz0eE5KSlfIxdJxRDL40HNaANtmvl+I=,failed,20210707,2021-07-07 21:31:12.187000 UTC
smX1CcVnTXJPOBc28OAylEe15bdZoe5lstmTOvVlqqk=,bitso,44576,+stvVL86zEUuAXGCpb2qHxgzhaLo4QBNQjPWB4TTFWc=,0.03,5AYF5qJiaKXrg8FV6l3RKuszFPa6XWfUtgfelRVuThI=,S15X9usvQrkDmz0eE5KSlfIxdJxRDL40HNaANtmvl+I=,failed,20210715,2021-07-15 20:40:39.149000 UTC
DXRKEaxb0T9lQ2DSJtiFrOmjarXrPwUdeJYG91enFLQ=,bitso,30469,+stvVL86zEUuAXGCpb2qHxgzhaLo4QBNQjPWB4TTFWc=,3000,U+v/RVG769mL9JiNousX8gYxTYpYVJyOSzrDEGfVsLU=,oXLO3K5HR0thXFTVEKXYSo3qMDLpWFh0MLQTU4vj8zM=,failed,20210513,2021-05-13 19:22:38.745000 UTC
42dLEuBI7rQ25vHzKlvcUZfy+TFezdmm/fa/666dyas=,bitso,28781,+stvVL86zEUuAXGCpb2qHxgzhaLo4QBNQjPWB4TTFWc=,0.01,5AYF5qJiaKXrg8FV6l3RKuszFPa6XWfUtgfelRVuThI=,oXLO3K5HR0thXFTVEKXYSo3qMDLpWFh0MLQTU4vj8zM=,failed,20210414,2021-04-14 23:14:13.699000 UTC
fHpIc6hoANyCUXQyHFMIdKj0lNbttAIC2OVxHCc/ZAQ=,bitso,28795,+stvVL86zEUuAXGCpb2qHxgzhaLo4QBNQjPWB4TTFWc=,42.12,1g+9hxjs6393UcaLaV4z75dNDsyisb8gySjm0bmV8A4=,oXLO3K5HR0thXFTVEKXYSo3qMDLpWFh0MLQTU4vj8zM=,failed,20210414,2021-04-14 23:42:55.737000 UTC
nAYhJMW4dZbPCdjt6i7ejS6y+b3azCPXvtu8xDs6vE0=,bitso,28796,+stvVL86zEUuAXGCpb2qHxgzhaLo4QBNQjPWB4TTFWc=,27.12,1g+9hxjs6393UcaLaV4z75dNDsyisb8gySjm0bmV8A4=,oXLO3K5HR0thXFTVEKXYSo3qMDLpWFh0MLQTU4vj8zM=,failed,20210414,2021-04-14 23:43:55.316000 UTC
k5ZpgZ8uPyaGBrXIfwPpo7rwHvnMikfrUG+2I28UR50=,bitso,28783,+stvVL86zEUuAXGCpb2qHxgzhaLo4QBNQjPWB4TTFWc=,41.6,1g+9hxjs6393UcaLaV4z75dNDsyisb8gySjm0bmV8A4=,oXLO3K5HR0thXFTVEKXYSo3qMDLpWFh0MLQTU4vj8zM=,failed,20210414,2021-04-14 23:34:16.884000 UTC
1JOknUfgEGG+hOMlJlUfxnHNPMNLe8huJZbwOj+chaw=,bitso,28797,+stvVL86zEUuAXGCpb2qHxgzhaLo4QBNQjPWB4TTFWc=,21.6,1g+9hxjs6393UcaLaV4z75dNDsyisb8gySjm0bmV8A4=,oXLO3K5HR0thXFTVEKXYSo3qMDLpWFh0MLQTU4vj8zM=,failed,20210414,2021-04-14 23:44:44.396000 UTC
xHyt6giCYytjt3mGne8qZZlRj5i6nco3tFQPad4akuc=,bitso,28782,+stvVL86zEUuAXGCpb2qHxgzhaLo4QBNQjPWB4TTFWc=,0.00502999,5AYF5qJiaKXrg8FV6l3RKuszFPa6XWfUtgfelRVuThI=,oXLO3K5HR0thXFTVEKXYSo3qMDLpWFh0MLQTU4vj8zM=,complete,20210414,2021-04-14 23:22:30.963000 UTC
H3reTtJpDmyDS7M3U0Dd8scc9O/Gyu7Q5jOeNzSazI0=,bitso,28864,+stvVL86zEUuAXGCpb2qHxgzhaLo4QBNQjPWB4TTFWc=,50,1g+9hxjs6393UcaLaV4z75dNDsyisb8gySjm0bmV8A4=,oXLO3K5HR0thXFTVEKXYSo3qMDLpWFh0MLQTU4vj8zM=,complete,20210415,2021-04-15 16:01:01.913000 UTC
MinnMTKsMz2aZJzk6wqbm0mtfsefsQZUnbK2Hi0XRsc=,bitso,28913,+stvVL86zEUuAXGCpb2qHxgzhaLo4QBNQjPWB4TTFWc=,63,1g+9hxjs6393UcaLaV4z75dNDsyisb8gySjm0bmV8A4=,oXLO3K5HR0thXFTVEKXYSo3qMDLpWFh0MLQTU4vj8zM=,failed,20210415,2021-04-15 18:19:50.636000 UTC
2XOBtqJn6Vmb72paQWquGd87GtU2LuIat6Q4SL1VGwM=,bitso,28912,+stvVL86zEUuAXGCpb2qHxgzhaLo4QBNQjPWB4TTFWc=,20,1g+9hxjs6393UcaLaV4z75dNDsyisb8gySjm0bmV8A4=,oXLO3K5HR0thXFTVEKXYSo3qMDLpWFh0MLQTU4vj8zM=,failed,20210415,2021-04-15 18:14:11.724000 UTC
/HLnCDw5JSQe35hOi+CXX5aAFGZ51q491PUMqnTm8OU=,bitso,28906,+stvVL86zEUuAXGCpb2qHxgzhaLo4QBNQjPWB4TTFWc=,50,1g+9hxjs6393UcaLaV4z75dNDsyisb8gySjm0bmV8A4=,oXLO3K5HR0thXFTVEKXYSo3qMDLpWFh0MLQTU4vj8zM=,failed,20210415,2021-04-15 17:44:12.402000 UTC
xPfQ5x+LO5CoWFpbPda1vslTtXVG5csARztzgUzwtl4=,bitso,48976,+vy0QhqNI1CShr+ayvnjbWJjan/WOSsAopwbifX67I0=,10,1g+9hxjs6393UcaLaV4z75dNDsyisb8gySjm0bmV8A4=,S15X9usvQrkDmz0eE5KSlfIxdJxRDL40HNaANtmvl+I=,failed,20211020,2021-10-20 18:21:37.182000 UTC
vP+Y3havxvaOMP+tvG49EBr7MFg4Iv/J4z2PdKJkD+M=,bitso,48977,+vy0QhqNI1CShr+ayvnjbWJjan/WOSsAopwbifX67I0=,10,1g+9hxjs6393UcaLaV4z75dNDsyisb8gySjm0bmV8A4=,S15X9usvQrkDmz0eE5KSlfIxdJxRDL40HNaANtmvl+I=,failed,20211020,2021-10-20 18:25:05.382000 UTC
vAJOYLPsWX/GpBOx3SrziQhffwpip/pa573uiNfsWhY=,bitso,103439,/14wjMEsGVqfM2JGxclHTRv2/IiFEIMEI41oWRdQroo=,1000,1g+9hxjs6393UcaLaV4z75dNDsyisb8gySjm0bmV8A4=,S15X9usvQrkDmz0eE5KSlfIxdJxRDL40HNaANtmvl+I=,complete,20221024,2022-10-24 18:43:22.634000 UTC
bXEPYIKU8/WwOjd3RQ8+HthhQi0b99Zb8eFR4AnmZEM=,bitso,103883,/14wjMEsGVqfM2JGxclHTRv2/IiFEIMEI41oWRdQroo=,1004,scArcXyUvUJD6DtemLo3+yc7wDXkrY/EOOpNB6EEP1Y=,S15X9usvQrkDmz0eE5KSlfIxdJxRDL40HNaANtmvl+I=,complete,20221101,2022-11-01 21:57:51.300000 UTC
ZfUi7O9VccdViIawuoN0C3LnAC6kamwUrt7HIft2oT0=,bitso,103882,/14wjMEsGVqfM2JGxclHTRv2/IiFEIMEI41oWRdQroo=,4016000,scArcXyUvUJD6DtemLo3+yc7wDXkrY/EOOpNB6EEP1Y=,S15X9usvQrkDmz0eE5KSlfIxdJxRDL40HNaANtmvl+I=,complete,20221101,2022-11-01 21:48:26.479000 UTC
nZnBlGYUqZ3AQZCS7TXfguCcPoC4eLBrfPW1HIpHO0k=,bitso,103878,/14wjMEsGVqfM2JGxclHTRv2/IiFEIMEI41oWRdQroo=,3514000,scArcXyUvUJD6DtemLo3+yc7wDXkrY/EOOpNB6EEP1Y=,S15X9usvQrkDmz0eE5KSlfIxdJxRDL40HNaANtmvl+I=,complete,20221101,2022-11-01 19:36:09.991000 UTC
w7uPNO88PxjK/Nvmfo+yxALYeGU2yMMObZKSS489bCY=,bitso,103918,/14wjMEsGVqfM2JGxclHTRv2/IiFEIMEI41oWRdQroo=,25100,scArcXyUvUJD6DtemLo3+yc7wDXkrY/EOOpNB6EEP1Y=,S15X9usvQrkDmz0eE5KSlfIxdJxRDL40HNaANtmvl+I=,complete,20221102,2022-11-02 16:27:50.548000 UTC
5F92dhP8jbnEADGj9MjgFzMt1VRSZZC27Jbz71Pi34g=,bitso,103920,/14wjMEsGVqfM2JGxclHTRv2/IiFEIMEI41oWRdQroo=,1004,scArcXyUvUJD6DtemLo3+yc7wDXkrY/EOOpNB6EEP1Y=,S15X9usvQrkDmz0eE5KSlfIxdJxRDL40HNaANtmvl+I=,complete,20221102,2022-11-02 18:01:49.689000 UTC
jqPPN7ReOAXGFeJF/J1euvOvPMOgSjP4ETDOdXroTLI=,bitso,103916,/14wjMEsGVqfM2JGxclHTRv2/IiFEIMEI41oWRdQroo=,1004,scArcXyUvUJD6DtemLo3+yc7wDXkrY/EOOpNB6EEP1Y=,S15X9usvQrkDmz0eE5KSlfIxdJxRDL40HNaANtmvl+I=,complete,20221102,2022-11-02 15:02:06.844000 UTC
pQAVrx6Vas73VofS/rt1zwEaX611xMIrSWkDdbnLoA4=,bitso,103919,/14wjMEsGVqfM2JGxclHTRv2/IiFEIMEI41oWRdQroo=,1004,scArcXyUvUJD6DtemLo3+yc7wDXkrY/EOOpNB6EEP1Y=,S15X9usvQrkDmz0eE5KSlfIxdJxRDL40HNaANtmvl+I=,complete,20221102,2022-11-02 18:00:11.823000 UTC
n+5fu6zOVrpgtD+pDouDaS0MMOLHd2YaAcRxs+AXIzQ=,bitso,103917,/14wjMEsGVqfM2JGxclHTRv2/IiFEIMEI41oWRdQroo=,15060,scArcXyUvUJD6DtemLo3+yc7wDXkrY/EOOpNB6EEP1Y=,S15X9usvQrkDmz0eE5KSlfIxdJxRDL40HNaANtmvl+I=,complete,20221102,2022-11-02 16:24:13.825000 UTC
P7Q/kOwmAVt0DtaeQ7op+iMiz5mgZt+YcoOwL7gafvo=,bitso,105773,/14wjMEsGVqfM2JGxclHTRv2/IiFEIMEI41oWRdQroo=,10,1g+9hxjs6393UcaLaV4z75dNDsyisb8gySjm0bmV8A4=,S15X9usvQrkDmz0eE5KSlfIxdJxRDL40HNaANtmvl+I=,complete,20230105,2023-01-05 16:13:32.898000 UTC
/yWEqC/E1LlO9nPoaOxXdRsoxinfbQ7ZVSvc6Gk9AKc=,bitso,106443,/14wjMEsGVqfM2JGxclHTRv2/IiFEIMEI41oWRdQroo=,14114669.49,1g+9hxjs6393UcaLaV4z75dNDsyisb8gySjm0bmV8A4=,S15X9usvQrkDmz0eE5KSlfIxdJxRDL40HNaANtmvl+I=,complete,20230112,2023-01-12 18:41:39.334000 UTC
