calendar_id,calendar_date,day_of_week,is_first_date_of_month,is_last_date_of_month,is_first_date_of_quarter,is_last_date_of_quarter,is_first_date_of_year,is_last_date_of_year,is_weekday,fiscal_period_id,fiscal_week_id,is_historical_date,is_future_date,number_of_days_in_month
20271220,2027-12-20,1,false,false,false,false,false,false,true,202712,202751,false,true,31
20280613,2028-06-13,2,false,false,false,false,false,false,true,202806,202824,false,true,30
20280615,2028-06-15,4,false,false,false,false,false,false,true,202806,202824,false,true,30
20280707,2028-07-07,5,false,false,false,false,false,false,true,202807,202827,false,true,31
20280914,2028-09-14,4,false,false,false,false,false,false,true,202809,202837,false,true,30
20280928,2028-09-28,4,false,false,false,false,false,false,true,202809,202839,false,true,30
20281008,2028-10-08,7,false,false,false,false,false,false,false,202810,202840,false,true,31
20281214,2028-12-14,4,false,false,false,false,false,false,true,202812,202850,false,true,31
20290130,2029-01-30,2,false,false,false,false,false,false,true,202901,202905,false,true,31
20290424,2029-04-24,2,false,false,false,false,false,false,true,202904,202917,false,true,30
20290525,2029-05-25,5,false,false,false,false,false,false,true,202905,202921,false,true,31
20290528,2029-05-28,1,false,false,false,false,false,false,true,202905,202922,false,true,31
20290919,2029-09-19,3,false,false,false,false,false,false,true,202909,202938,false,true,30
20290929,2029-09-29,6,false,false,false,false,false,false,false,202909,202939,false,true,30
20291018,2029-10-18,4,false,false,false,false,false,false,true,202910,202942,false,true,31
20291102,2029-11-02,5,false,false,false,false,false,false,true,202911,202944,false,true,30
20291130,2029-11-30,5,false,true,false,false,false,false,true,202911,202948,false,true,30
20300414,2030-04-14,7,false,false,false,false,false,false,false,203004,203015,false,true,30
20300802,2030-08-02,5,false,false,false,false,false,false,true,203008,203031,false,true,31
20300924,2030-09-24,2,false,false,false,false,false,false,true,203009,203039,false,true,30
20301216,2030-12-16,1,false,false,false,false,false,false,true,203012,203051,false,true,31
20200112,2020-01-12,7,false,false,false,false,false,false,false,202001,202002,true,false,31
20200130,2020-01-30,4,false,false,false,false,false,false,true,202001,202005,true,false,31
20200311,2020-03-11,3,false,false,false,false,false,false,true,202003,202011,true,false,31
20200401,2020-04-01,3,true,false,true,false,false,false,true,202004,202014,true,false,30
20200422,2020-04-22,3,false,false,false,false,false,false,true,202004,202017,true,false,30
20200506,2020-05-06,3,false,false,false,false,false,false,true,202005,202019,true,false,31
20200903,2020-09-03,4,false,false,false,false,false,false,true,202009,202036,true,false,30
20201006,2020-10-06,2,false,false,false,false,false,false,true,202010,202041,true,false,31
20201201,2020-12-01,2,true,false,false,false,false,false,true,202012,202049,true,false,31
20201214,2020-12-14,1,false,false,false,false,false,false,true,202012,202051,true,false,31
20210219,2021-02-19,5,false,false,false,false,false,false,true,202102,202107,true,false,28
20210308,2021-03-08,1,false,false,false,false,false,false,true,202103,202110,true,false,31
20210425,2021-04-25,7,false,false,false,false,false,false,false,202104,202116,true,false,30
20210926,2021-09-26,7,false,false,false,false,false,false,false,202109,202138,true,false,30
20211129,2021-11-29,1,false,false,false,false,false,false,true,202111,202148,true,false,30
20211130,2021-11-30,2,false,true,false,false,false,false,true,202111,202148,true,false,30
20211202,2021-12-02,4,false,false,false,false,false,false,true,202112,202148,true,false,31
20211214,2021-12-14,2,false,false,false,false,false,false,true,202112,202150,true,false,31
20220509,2022-05-09,1,false,false,false,false,false,false,true,202205,202219,true,false,31
20220601,2022-06-01,3,true,false,false,false,false,false,true,202206,202222,true,false,30
20220709,2022-07-09,6,false,false,false,false,false,false,false,202207,202227,true,false,31
20220806,2022-08-06,6,false,false,false,false,false,false,false,202208,202231,true,false,31
20220831,2022-08-31,3,false,true,false,false,false,false,true,202208,202235,true,false,31
20220905,2022-09-05,1,false,false,false,false,false,false,true,202209,202236,true,false,30
20230103,2023-01-03,2,false,false,false,false,false,false,true,202301,202301,true,false,31
20230127,2023-01-27,5,false,false,false,false,false,false,true,202301,202304,true,false,31
20230304,2023-03-04,6,false,false,false,false,false,false,false,202303,202309,true,false,31
20230320,2023-03-20,1,false,false,false,false,false,false,true,202303,202312,true,false,31
20230329,2023-03-29,3,false,false,false,false,false,false,true,202303,202313,true,false,31
20230718,2023-07-18,2,false,false,false,false,false,false,true,202307,202329,true,false,31
20230918,2023-09-18,1,false,false,false,false,false,false,true,202309,202338,true,false,30
20240110,2024-01-10,3,false,false,false,false,false,false,true,202401,202402,true,false,31
20240401,2024-04-01,1,true,false,true,false,false,false,true,202404,202414,true,false,30
20240407,2024-04-07,7,false,false,false,false,false,false,false,202404,202414,true,false,30
20240526,2024-05-26,7,false,false,false,false,false,false,false,202405,202421,true,false,31
20240711,2024-07-11,4,false,false,false,false,false,false,true,202407,202428,true,false,31
20240725,2024-07-25,4,false,false,false,false,false,false,true,202407,202430,true,false,31
20240913,2024-09-13,5,false,false,false,false,false,false,true,202409,202437,true,false,30
20240927,2024-09-27,5,false,false,false,false,false,false,true,202409,202439,true,false,30
20250105,2025-01-05,7,false,false,false,false,false,false,false,202501,202501,false,true,31
20250204,2025-02-04,2,false,false,false,false,false,false,true,202502,202506,false,true,28
20250211,2025-02-11,2,false,false,false,false,false,false,true,202502,202507,false,true,28
20250330,2025-03-30,7,false,false,false,false,false,false,false,202503,202513,false,true,31
20250727,2025-07-27,7,false,false,false,false,false,false,false,202507,202530,false,true,31
20250803,2025-08-03,7,false,false,false,false,false,false,false,202508,202531,false,true,31
20251124,2025-11-24,1,false,false,false,false,false,false,true,202511,202548,false,true,30
20251126,2025-11-26,3,false,false,false,false,false,false,true,202511,202548,false,true,30
20251208,2025-12-08,1,false,false,false,false,false,false,true,202512,202550,false,true,31
20251226,2025-12-26,5,false,false,false,false,false,false,true,202512,202552,false,true,31
20260325,2026-03-25,3,false,false,false,false,false,false,true,202603,202613,false,true,31
20260717,2026-07-17,5,false,false,false,false,false,false,true,202607,202629,false,true,31
20260826,2026-08-26,3,false,false,false,false,false,false,true,202608,202635,false,true,31
20261003,2026-10-03,6,false,false,false,false,false,false,false,202610,202640,false,true,31
20261216,2026-12-16,3,false,false,false,false,false,false,true,202612,202651,false,true,31
20270101,2027-01-01,5,true,false,true,false,true,false,true,202701,202653,false,true,31
20270113,2027-01-13,3,false,false,false,false,false,false,true,202701,202702,false,true,31
20270306,2027-03-06,6,false,false,false,false,false,false,false,202703,202709,false,true,31
20270426,2027-04-26,1,false,false,false,false,false,false,true,202704,202717,false,true,30
20271205,2027-12-05,7,false,false,false,false,false,false,false,202712,202748,false,true,31
20271227,2027-12-27,1,false,false,false,false,false,false,true,202712,202752,false,true,31
20280221,2028-02-21,1,false,false,false,false,false,false,true,202802,202808,false,true,29
20280404,2028-04-04,2,false,false,false,false,false,false,true,202804,202814,false,true,30
20280825,2028-08-25,5,false,false,false,false,false,false,true,202808,202834,false,true,31
20281013,2028-10-13,5,false,false,false,false,false,false,true,202810,202841,false,true,31
20281221,2028-12-21,4,false,false,false,false,false,false,true,202812,202851,false,true,31
20290103,2029-01-03,3,false,false,false,false,false,false,true,202901,202901,false,true,31
20290209,2029-02-09,5,false,false,false,false,false,false,true,202902,202906,false,true,28
20290217,2029-02-17,6,false,false,false,false,false,false,false,202902,202907,false,true,28
20290307,2029-03-07,3,false,false,false,false,false,false,true,202903,202910,false,true,31
20290325,2029-03-25,7,false,false,false,false,false,false,false,202903,202912,false,true,31
20290401,2029-04-01,7,true,false,true,false,false,false,false,202904,202913,false,true,30
20290606,2029-06-06,3,false,false,false,false,false,false,true,202906,202923,false,true,30
20290615,2029-06-15,5,false,false,false,false,false,false,true,202906,202924,false,true,30
20290911,2029-09-11,2,false,false,false,false,false,false,true,202909,202937,false,true,30
20290913,2029-09-13,4,false,false,false,false,false,false,true,202909,202937,false,true,30
20291023,2029-10-23,2,false,false,false,false,false,false,true,202910,202943,false,true,31
20291024,2029-10-24,3,false,false,false,false,false,false,true,202910,202943,false,true,31
20291207,2029-12-07,5,false,false,false,false,false,false,true,202912,202949,false,true,31
20291209,2029-12-09,7,false,false,false,false,false,false,false,202912,202949,false,true,31
20300105,2030-01-05,6,false,false,false,false,false,false,false,203001,203001,false,true,31
20300115,2030-01-15,2,false,false,false,false,false,false,true,203001,203003,false,true,31
20300211,2030-02-11,1,false,false,false,false,false,false,true,203002,203007,false,true,28
20300331,2030-03-31,7,false,true,false,true,false,false,false,203003,203013,false,true,31
20300403,2030-04-03,3,false,false,false,false,false,false,true,203004,203014,false,true,30
20300413,2030-04-13,6,false,false,false,false,false,false,false,203004,203015,false,true,30
20300529,2030-05-29,3,false,false,false,false,false,false,true,203005,203022,false,true,31
20300813,2030-08-13,2,false,false,false,false,false,false,true,203008,203033,false,true,31
20301001,2030-10-01,2,true,false,true,false,false,false,true,203010,203040,false,true,31
20301015,2030-10-15,2,false,false,false,false,false,false,true,203010,203042,false,true,31
20301113,2030-11-13,3,false,false,false,false,false,false,true,203011,203046,false,true,30
20200106,2020-01-06,1,false,false,false,false,false,false,true,202001,202002,true,false,31
20200114,2020-01-14,2,false,false,false,false,false,false,true,202001,202003,true,false,31
20200206,2020-02-06,4,false,false,false,false,false,false,true,202002,202006,true,false,29
20200415,2020-04-15,3,false,false,false,false,false,false,true,202004,202016,true,false,30
20200421,2020-04-21,2,false,false,false,false,false,false,true,202004,202017,true,false,30
20200819,2020-08-19,3,false,false,false,false,false,false,true,202008,202034,true,false,31
20200901,2020-09-01,2,true,false,false,false,false,false,true,202009,202036,true,false,30
20201019,2020-10-19,1,false,false,false,false,false,false,true,202010,202043,true,false,31
20201117,2020-11-17,2,false,false,false,false,false,false,true,202011,202047,true,false,30
20201210,2020-12-10,4,false,false,false,false,false,false,true,202012,202050,true,false,31
20201224,2020-12-24,4,false,false,false,false,false,false,true,202012,202052,true,false,31
20210119,2021-01-19,2,false,false,false,false,false,false,true,202101,202103,true,false,31
20210220,2021-02-20,6,false,false,false,false,false,false,false,202102,202107,true,false,28
20210607,2021-06-07,1,false,false,false,false,false,false,true,202106,202123,true,false,30
20210817,2021-08-17,2,false,false,false,false,false,false,true,202108,202133,true,false,31
20210914,2021-09-14,2,false,false,false,false,false,false,true,202109,202137,true,false,30
20210917,2021-09-17,5,false,false,false,false,false,false,true,202109,202137,true,false,30
20210925,2021-09-25,6,false,false,false,false,false,false,false,202109,202138,true,false,30
20211110,2021-11-10,3,false,false,false,false,false,false,true,202111,202145,true,false,30
20220413,2022-04-13,3,false,false,false,false,false,false,true,202204,202215,true,false,30
20220625,2022-06-25,6,false,false,false,false,false,false,false,202206,202225,true,false,30
20220807,2022-08-07,7,false,false,false,false,false,false,false,202208,202231,true,false,31
20220810,2022-08-10,3,false,false,false,false,false,false,true,202208,202232,true,false,31
20221224,2022-12-24,6,false,false,false,false,false,false,false,202212,202251,true,false,31
20230208,2023-02-08,3,false,false,false,false,false,false,true,202302,202306,true,false,28
20230222,2023-02-22,3,false,false,false,false,false,false,true,202302,202308,true,false,28
20230513,2023-05-13,6,false,false,false,false,false,false,false,202305,202319,true,false,31
20230710,2023-07-10,1,false,false,false,false,false,false,true,202307,202328,true,false,31
20230714,2023-07-14,5,false,false,false,false,false,false,true,202307,202328,true,false,31
20230822,2023-08-22,2,false,false,false,false,false,false,true,202308,202334,true,false,31
20230903,2023-09-03,7,false,false,false,false,false,false,false,202309,202335,true,false,30
20240120,2024-01-20,6,false,false,false,false,false,false,false,202401,202403,true,false,31
20240126,2024-01-26,5,false,false,false,false,false,false,true,202401,202404,true,false,31
20240501,2024-05-01,3,true,false,false,false,false,false,true,202405,202418,true,false,31
20240722,2024-07-22,1,false,false,false,false,false,false,true,202407,202430,true,false,31
20240802,2024-08-02,5,false,false,false,false,false,false,true,202408,202431,true,false,31
20240823,2024-08-23,5,false,false,false,false,false,false,true,202408,202434,true,false,31
20240911,2024-09-11,3,false,false,false,false,false,false,true,202409,202437,true,false,30
20241009,2024-10-09,3,false,false,false,false,false,false,true,202410,202441,true,false,31
20241022,2024-10-22,2,false,false,false,false,false,false,true,202410,202443,false,true,31
20250124,2025-01-24,5,false,false,false,false,false,false,true,202501,202504,false,true,31
20250703,2025-07-03,4,false,false,false,false,false,false,true,202507,202527,false,true,31
20250817,2025-08-17,7,false,false,false,false,false,false,false,202508,202533,false,true,31
20251013,2025-10-13,1,false,false,false,false,false,false,true,202510,202542,false,true,31
20251231,2025-12-31,3,false,true,false,true,false,true,true,202512,202601,false,true,31
20260118,2026-01-18,7,false,false,false,false,false,false,false,202601,202603,false,true,31
20260317,2026-03-17,2,false,false,false,false,false,false,true,202603,202612,false,true,31
20260424,2026-04-24,5,false,false,false,false,false,false,true,202604,202617,false,true,30
20260504,2026-05-04,1,false,false,false,false,false,false,true,202605,202619,false,true,31
20260618,2026-06-18,4,false,false,false,false,false,false,true,202606,202625,false,true,30
20260817,2026-08-17,1,false,false,false,false,false,false,true,202608,202634,false,true,31
20261201,2026-12-01,2,true,false,false,false,false,false,true,202612,202649,false,true,31
20270215,2027-02-15,1,false,false,false,false,false,false,true,202702,202707,false,true,28
20270225,2027-02-25,4,false,false,false,false,false,false,true,202702,202708,false,true,28
20270309,2027-03-09,2,false,false,false,false,false,false,true,202703,202710,false,true,31
20270413,2027-04-13,2,false,false,false,false,false,false,true,202704,202715,false,true,30
20270510,2027-05-10,1,false,false,false,false,false,false,true,202705,202719,false,true,31
20270629,2027-06-29,2,false,false,false,false,false,false,true,202706,202726,false,true,30
20271212,2027-12-12,7,false,false,false,false,false,false,false,202712,202749,false,true,31
20280102,2028-01-02,7,false,false,false,false,false,false,false,202801,202752,false,true,31
20280120,2028-01-20,4,false,false,false,false,false,false,true,202801,202803,false,true,31
20280324,2028-03-24,5,false,false,false,false,false,false,true,202803,202812,false,true,31
20280331,2028-03-31,5,false,true,false,true,false,false,true,202803,202813,false,true,31
20280922,2028-09-22,5,false,false,false,false,false,false,true,202809,202838,false,true,30
20281028,2028-10-28,6,false,false,false,false,false,false,false,202810,202843,false,true,31
20281225,2028-12-25,1,false,false,false,false,false,false,true,202812,202852,false,true,31
20290104,2029-01-04,4,false,false,false,false,false,false,true,202901,202901,false,true,31
20290706,2029-07-06,5,false,false,false,false,false,false,true,202907,202927,false,true,31
20290724,2029-07-24,2,false,false,false,false,false,false,true,202907,202930,false,true,31
20290903,2029-09-03,1,false,false,false,false,false,false,true,202909,202936,false,true,30
20291122,2029-11-22,4,false,false,false,false,false,false,true,202911,202947,false,true,30
20291126,2029-11-26,1,false,false,false,false,false,false,true,202911,202948,false,true,30
20300217,2030-02-17,7,false,false,false,false,false,false,false,203002,203007,false,true,28
20300504,2030-05-04,6,false,false,false,false,false,false,false,203005,203018,false,true,31
20300718,2030-07-18,4,false,false,false,false,false,false,true,203007,203029,false,true,31
20300805,2030-08-05,1,false,false,false,false,false,false,true,203008,203032,false,true,31
20300831,2030-08-31,6,false,true,false,false,false,false,false,203008,203035,false,true,31
20301229,2030-12-29,7,false,false,false,false,false,false,false,203012,203052,false,true,31
20200101,2020-01-01,3,true,false,true,false,true,false,true,202001,202001,true,false,31
20200118,2020-01-18,6,false,false,false,false,false,false,false,202001,202003,true,false,31
20200215,2020-02-15,6,false,false,false,false,false,false,false,202002,202007,true,false,29
20200220,2020-02-20,4,false,false,false,false,false,false,true,202002,202008,true,false,29
20200313,2020-03-13,5,false,false,false,false,false,false,true,202003,202011,true,false,31
20200330,2020-03-30,1,false,false,false,false,false,false,true,202003,202014,true,false,31
20200814,2020-08-14,5,false,false,false,false,false,false,true,202008,202033,true,false,31
20200830,2020-08-30,7,false,false,false,false,false,false,false,202008,202035,true,false,31
20201104,2020-11-04,3,false,false,false,false,false,false,true,202011,202045,true,false,30
20201128,2020-11-28,6,false,false,false,false,false,false,false,202011,202048,true,false,30
20201217,2020-12-17,4,false,false,false,false,false,false,true,202012,202051,true,false,31
20201223,2020-12-23,3,false,false,false,false,false,false,true,202012,202052,true,false,31
20210112,2021-01-12,2,false,false,false,false,false,false,true,202101,202102,true,false,31
20210117,2021-01-17,7,false,false,false,false,false,false,false,202101,202102,true,false,31
20210316,2021-03-16,2,false,false,false,false,false,false,true,202103,202111,true,false,31
20210320,2021-03-20,6,false,false,false,false,false,false,false,202103,202111,true,false,31
20210328,2021-03-28,7,false,false,false,false,false,false,false,202103,202112,true,false,31
20210501,2021-05-01,6,true,false,false,false,false,false,false,202105,202117,true,false,31
20210512,2021-05-12,3,false,false,false,false,false,false,true,202105,202119,true,false,31
20210703,2021-07-03,6,false,false,false,false,false,false,false,202107,202126,true,false,31
20210927,2021-09-27,1,false,false,false,false,false,false,true,202109,202139,true,false,30
20211209,2021-12-09,4,false,false,false,false,false,false,true,202112,202149,true,false,31
20220107,2022-01-07,5,false,false,false,false,false,false,true,202201,202201,true,false,31
20220406,2022-04-06,3,false,false,false,false,false,false,true,202204,202214,true,false,30
20220504,2022-05-04,3,false,false,false,false,false,false,true,202205,202218,true,false,31
20220705,2022-07-05,2,false,false,false,false,false,false,true,202207,202227,true,false,31
20220719,2022-07-19,2,false,false,false,false,false,false,true,202207,202229,true,false,31
20230122,2023-01-22,7,false,false,false,false,false,false,false,202301,202303,true,false,31
20230226,2023-02-26,7,false,false,false,false,false,false,false,202302,202308,true,false,28
20230317,2023-03-17,5,false,false,false,false,false,false,true,202303,202311,true,false,31
20230323,2023-03-23,4,false,false,false,false,false,false,true,202303,202312,true,false,31
20230411,2023-04-11,2,false,false,false,false,false,false,true,202304,202315,true,false,30
20230418,2023-04-18,2,false,false,false,false,false,false,true,202304,202316,true,false,30
20230909,2023-09-09,6,false,false,false,false,false,false,false,202309,202336,true,false,30
20231024,2023-10-24,2,false,false,false,false,false,false,true,202310,202343,true,false,31
20231222,2023-12-22,5,false,false,false,false,false,false,true,202312,202351,true,false,31
20240105,2024-01-05,5,false,false,false,false,false,false,true,202401,202401,true,false,31
20240119,2024-01-19,5,false,false,false,false,false,false,true,202401,202403,true,false,31
20240204,2024-02-04,7,false,false,false,false,false,false,false,202402,202405,true,false,29
20240605,2024-06-05,3,false,false,false,false,false,false,true,202406,202423,true,false,30
20240730,2024-07-30,2,false,false,false,false,false,false,true,202407,202431,true,false,31
20250417,2025-04-17,4,false,false,false,false,false,false,true,202504,202516,false,true,30
20260113,2026-01-13,2,false,false,false,false,false,false,true,202601,202603,false,true,31
20260613,2026-06-13,6,false,false,false,false,false,false,false,202606,202624,false,true,30
20261015,2026-10-15,4,false,false,false,false,false,false,true,202610,202642,false,true,31
20261207,2026-12-07,1,false,false,false,false,false,false,true,202612,202650,false,true,31
20270324,2027-03-24,3,false,false,false,false,false,false,true,202703,202712,false,true,31
20270326,2027-03-26,5,false,false,false,false,false,false,true,202703,202712,false,true,31
20270406,2027-04-06,2,false,false,false,false,false,false,true,202704,202714,false,true,30
20270925,2027-09-25,6,false,false,false,false,false,false,false,202709,202738,false,true,30
20271101,2027-11-01,1,true,false,false,false,false,false,true,202711,202744,false,true,30
20280116,2028-01-16,7,false,false,false,false,false,false,false,202801,202802,false,true,31
20280205,2028-02-05,6,false,false,false,false,false,false,false,202802,202805,false,true,29
20280305,2028-03-05,7,false,false,false,false,false,false,false,202803,202809,false,true,31
20280524,2028-05-24,3,false,false,false,false,false,false,true,202805,202821,false,true,31
20280602,2028-06-02,5,false,false,false,false,false,false,true,202806,202822,false,true,30
20280608,2028-06-08,4,false,false,false,false,false,false,true,202806,202823,false,true,30
20280705,2028-07-05,3,false,false,false,false,false,false,true,202807,202827,false,true,31
20281010,2028-10-10,2,false,false,false,false,false,false,true,202810,202841,false,true,31
20281107,2028-11-07,2,false,false,false,false,false,false,true,202811,202845,false,true,30
20281125,2028-11-25,6,false,false,false,false,false,false,false,202811,202847,false,true,30
20290222,2029-02-22,4,false,false,false,false,false,false,true,202902,202908,false,true,28
20290501,2029-05-01,2,true,false,false,false,false,false,true,202905,202918,false,true,31
20290502,2029-05-02,3,false,false,false,false,false,false,true,202905,202918,false,true,31
20290510,2029-05-10,4,false,false,false,false,false,false,true,202905,202919,false,true,31
20290718,2029-07-18,3,false,false,false,false,false,false,true,202907,202929,false,true,31
20291213,2029-12-13,4,false,false,false,false,false,false,true,202912,202950,false,true,31
20300130,2030-01-30,3,false,false,false,false,false,false,true,203001,203005,false,true,31
20300209,2030-02-09,6,false,false,false,false,false,false,false,203002,203006,false,true,28
20300424,2030-04-24,3,false,false,false,false,false,false,true,203004,203017,false,true,30
20300524,2030-05-24,5,false,false,false,false,false,false,true,203005,203021,false,true,31
20301112,2030-11-12,2,false,false,false,false,false,false,true,203011,203046,false,true,30
20301221,2030-12-21,6,false,false,false,false,false,false,false,203012,203051,false,true,31
20200127,2020-01-27,1,false,false,false,false,false,false,true,202001,202005,true,false,31
20200205,2020-02-05,3,false,false,false,false,false,false,true,202002,202006,true,false,29
20200302,2020-03-02,1,false,false,false,false,false,false,true,202003,202010,true,false,31
20200305,2020-03-05,4,false,false,false,false,false,false,true,202003,202010,true,false,31
20200408,2020-04-08,3,false,false,false,false,false,false,true,202004,202015,true,false,30
20200902,2020-09-02,3,false,false,false,false,false,false,true,202009,202036,true,false,30
20210115,2021-01-15,5,false,false,false,false,false,false,true,202101,202102,true,false,31
20210216,2021-02-16,2,false,false,false,false,false,false,true,202102,202107,true,false,28
20210416,2021-04-16,5,false,false,false,false,false,false,true,202104,202115,true,false,30
20210528,2021-05-28,5,false,false,false,false,false,false,true,202105,202121,true,false,31
20211010,2021-10-10,7,false,false,false,false,false,false,false,202110,202140,true,false,31
20220125,2022-01-25,2,false,false,false,false,false,false,true,202201,202204,true,false,31
20220224,2022-02-24,4,false,false,false,false,false,false,true,202202,202208,true,false,28
20220408,2022-04-08,5,false,false,false,false,false,false,true,202204,202214,true,false,30
20220710,2022-07-10,7,false,false,false,false,false,false,false,202207,202227,true,false,31
20220811,2022-08-11,4,false,false,false,false,false,false,true,202208,202232,true,false,31
20220901,2022-09-01,4,true,false,false,false,false,false,true,202209,202235,true,false,30
20221106,2022-11-06,7,false,false,false,false,false,false,false,202211,202244,true,false,30
20221218,2022-12-18,7,false,false,false,false,false,false,false,202212,202250,true,false,31
20230227,2023-02-27,1,false,false,false,false,false,false,true,202302,202309,true,false,28
20230305,2023-03-05,7,false,false,false,false,false,false,false,202303,202309,true,false,31
20230518,2023-05-18,4,false,false,false,false,false,false,true,202305,202320,true,false,31
20230629,2023-06-29,4,false,false,false,false,false,false,true,202306,202326,true,false,30
20230807,2023-08-07,1,false,false,false,false,false,false,true,202308,202332,true,false,31
20230818,2023-08-18,5,false,false,false,false,false,false,true,202308,202333,true,false,31
20231123,2023-11-23,4,false,false,false,false,false,false,true,202311,202347,true,false,30
20231210,2023-12-10,7,false,false,false,false,false,false,false,202312,202349,true,false,31
20240310,2024-03-10,7,false,false,false,false,false,false,false,202403,202410,true,false,31
