user_id,user_made_deposit,user_made_withdraw,first_deposit_date_id,last_deposit_date_id,first_withdraw_date_id,last_withdraw_date_id,last_login_date_id
P0HBYXy35YSNMFBRZa3DWgqSjgenbIwsbMXkAG3FR30=,true,false,20210219,20210219,20210219,20210219,
YUOI/JzTQi6w7ovbql6dIDG3AYwZf4SyPrlCLF5v1o4=,true,false,20210219,20210219,20210219,20210219,
WiU+sATNEaI7AEkxIt6QnKJfEd1E6Gzq3qUZ/Y6kaGU=,true,false,20210219,20210219,20210219,20210219,
UBO6JgzCniWVW9TQ+nFJWCgMPvs/fWU9Z5al8Jv1ElY=,true,false,20210219,20210219,20210219,20210219,
6qvvxCh2My9N8xXmSoCB62ZZ75H36EWTpXj9JIotMGM=,true,false,20210219,20210219,20210219,20210219,
cgiXenQWdBYCHH/Oeas10Npf7GD29sifEMSTZe483bk=,true,false,20210219,20210219,20210219,20210219,
MGJwsDa10LnSPofmkOKSXIAFOLnfFwMkMO8wdTjoFNY=,true,false,20210219,20210219,20210219,20210219,
cH88FvVRGcq1prTaCNbo4sWOFEgPmIT/sIosl83rXBw=,true,false,20210219,20210219,20210219,20210219,
dhPOYTdPlIRhhkLamoDxSY6eZ1eZmFGUFU3zBs2wMi4=,true,false,20210219,20210219,20210219,20210219,
32m0y/Yi52nBhPvH+fNxHocIZJORL0nxdV1zlpwMyL4=,true,false,20210219,20210219,20210219,20210219,
sdE9yec/symRnudZ5uqSiFBgpZfXskznC3dYMDL4bGo=,true,false,20210219,20210219,20210219,20210219,
lCOe2kqApZ29QuysG/B/w/us6HLc0pIvaMBUcHIFuL8=,true,false,20210219,20210219,20210219,20210219,
qC9KRy9o+HkS60OABfAcQCE6AuezPV/8ely5tNFZYLc=,true,false,20210219,20210219,20210219,20210219,
6lHofpvf+FbYe7LQGfjRyhxiQdRMWLDdnOiHruHlrEc=,true,false,20210219,20210219,20210219,20210219,
7CVpScOvbSzbaR0d0AhIThxjCJ75jNkGXikzR3ma7/0=,true,false,20210219,20210219,20210219,20210219,
QjvEtrmx8UfTRX7OxJ0GhlGmtlwND0ozXyc7IDDnAoE=,true,false,20210219,20210219,20210219,20210219,
Tlq1eSUiUM2GiXg6TbM8IDRC11i67wAtt0Vf29kL/Wk=,true,false,20210219,20210219,20210219,20210219,
z/JWvYbGpDNsoD2aWYhLooq0yJlqC7dxxC2v8SymmKs=,true,false,20210219,20210219,20210219,20210219,
MS+DIu9//jkWGpgMhS/WwGo1HGT1rNR/FZBxpQcDaQE=,true,false,20210219,20210219,20210219,20210219,
BpU7aFIx7NXWrQw5VR+et27JRJevelvAMtI+27al7+o=,true,false,20210219,20210219,20210219,20210219,
xrWXC96E9sykWFvnGUZJOvjEe9e/2E60+TlhUvK50y8=,true,false,20210219,20210219,20210219,20210219,
aAZ3ZFSMKSBAVb6OwKX4rkzn4QhByNA+4O/NfNKWc6M=,true,false,20210219,20210219,20210219,20210219,
JLjK6P86EqTaz6OmjLv2eKXZqF9y24YYNKiIlRJP4ss=,true,false,20210219,20210219,20210219,20210219,
z8cWpBELeVq9CnZNSrXusud5WMFiEGgz4s/trrxAYmY=,true,false,20210219,20210219,20210219,20210219,
Zp4Hm1+JB5mcaxO4DznuqNkLBYEj65/anObWdQc1MZs=,true,false,20210219,20210219,20210219,20210219,
YCbHmLTTh5FVGMOLNZa2WFHCf0N2Ta3UydbS7qAhXhM=,true,false,20210219,20210219,20210219,20210219,
UT8p+ZIMmEvYKBw7NCUKfdjXgsjLOBTQlrs8a5g4mGI=,true,false,20210219,20210219,20210219,20210219,
xMhFimvfG0G8jMPBMLysjfoSRkYbU6phdglbsT/SIzM=,true,false,20210219,20210219,20210219,20210219,
vEIpKhbGFk8bNAFqjeZ7WFW6svkWoF4eGdS2WwMuTDg=,true,false,20210219,20210219,20210219,20210219,
bgziKu2qvUZCU42A9rWCyOhtHYWEGpPEDbdulq12CkQ=,true,false,20210219,20210219,20210219,20210219,
ftCafkMpCFAP/cJjZJNnXM8gopRk7Qla+XUc9SBSy3k=,true,false,20210219,20210219,20210219,20210219,
wwDsVnaKo3+Z+cuTk8KHznryLRdYmSPAyuE0VRz8Y+4=,true,false,20210219,20210219,20210219,20210219,
M1c6yEpGzCxrG4K/j61H42/wDHDeUrh5OFXUWIhV4Gk=,true,false,20210219,20210219,20210219,20210219,
LhhkJP90e2Yy1gibshiledN3NhG9iKUBB+sUawJk17Y=,true,false,20210219,20210219,20210219,20210219,
71i4zc8nxrrlAmdbTs7bOfgEc1wFyVZD1pEpgSsXU8w=,true,false,20210219,20210219,20210219,20210219,
qbwWJsmXnjjr5+ptRuMJaX7vMEAWDKxtNlznOj7qM4Q=,true,false,20210219,20210219,20210219,20210219,
GHvqVKiXTnpcm7ilLRw153SHGf7JIdpQvyq7+ThhXmY=,true,false,20210219,20210219,20210219,20210219,
06drCN87ntaSJjvGP5qOx5nvqEpa6f29JKEkh93cuLo=,true,false,20210219,20210219,20210219,20210219,
dyu9o7hT8hY2WIXaot6jPpTXcyqwm0yEUaR+l/IlvtQ=,true,false,20210219,20210219,20210219,20210219,
eC4OeoDaZQKVKKxhRJn3qE2KWJ4TR0EvA8X06/bRslA=,true,false,20210219,20210219,20210219,20210219,
U6uSQ7oc3Xz5aETaV2GwXTQJTMyWWhNfSZq4Cf/pRu4=,true,false,20210219,20210219,20210219,20210219,
qSom9pSUl4D1toFgXg8jzBPfgXYJK9M+pbKk7WuC/5E=,true,false,20210219,20210219,20210219,20210219,
jJLO+zBgmX/jKZXPUOpsOCcWwictseeGbL5CTrBwZVo=,true,false,20210219,20210219,20210219,20210219,
Bdu79gSIdCaQUdfwA0U75FMI5AICf1HOoLubimDYj/I=,true,false,20210219,20210219,20210219,20210219,
3oniU7FZGXr/PGT4Bw7rJSqfniHbJbosCZfoIFnCco4=,true,false,20210219,20210219,20210219,20210219,
lx9DJYim7hni3hlaN+krpZoOjoS9vwH8Nq7xGY5tQFw=,true,false,20210219,20210219,20210219,20210219,
yRukpiN0iCpkCUBRvP5CMCsTUGNn5AI0Pfdo/W4Jark=,true,false,20210219,20210219,20210219,20210219,
Vx8FZqSWlcLwcu52ZMwx/tq4Jg0tzPQNAXkfUZxJaAo=,true,false,20210219,20210219,20210219,20210219,
mws/XobSRvpi8gHR6QuQCihgKSp7+sxRzJFPIsekvwA=,true,false,20210219,20210219,20210219,20210219,
EowWHbdDxU2J9x6a6KQfCFGnv6y+UOo0r1ra6FISLoY=,true,false,20210219,20210219,20210219,20210219,
ur5Qthq+J0JG3JdJxM0pBVSET3/pFvidwBxDECxvK18=,true,false,20210219,20210219,20210219,20210219,
xGN6aMjAA75one4ZDBD4q5eC0SJ/xzN/pqvjCvgdhao=,true,false,20210219,20210219,20210219,20210219,
MHy/YNKsOfP7J8TPjPh06LC8+eSizTe3jzeSGWP2lx4=,true,false,20210219,20210219,20210219,20210219,
a+Xgt/kxVVOQpkMJPd1ShGK1x3AyPLsrschRoSv+tOU=,true,false,20210219,20210422,20210219,20210422,
/O24lY9v7zCerzmqNwPeRDJBH2RLCcV87SJkrw/XTR0=,true,false,20210219,20210219,20210219,20210219,
BxAxXTKV/UjMXq1CrBMY7jP6Dd0c2GylO4bfZMAumjY=,true,false,20210219,20210219,20210219,20210219,
nsyzOY6eY087SGlTtB3CPnu5fk+KOHzfTb6ylrqyJfg=,true,false,20210219,20210219,20210219,20210219,
dVXI35aBvGi7p/P7LgebFIQF5Ow3T52XSIFQruLU5bo=,true,false,20210219,20210219,20210219,20210219,
cMz/65NKItrIHg5PXD2XLy4UhNz29KCTdLrry03pacU=,true,false,20210219,20210219,20210219,20210219,
MfYP0YyW4k4CAYNsQmcz2rF/LcZfTiMBVSzLAHsgNtw=,true,false,20210219,20210219,20210219,20210219,
kDs5Y4HgWX2Ef/Tpq/qumcXMT5CjIHpdDKwCc1qp4bw=,true,false,20210219,20210219,20210219,20210219,
A3FKt88HCzaZOXY6dGm6wpNHLhmHz8mqpX5ufdRS12o=,true,false,20210219,20210219,20210219,20210219,
t+mwAbEy5xsqBsN7zj6eQ8Rf26xvKFT+jyiFJUmN398=,true,false,20210219,20210219,20210219,20210219,
LUiR95/oxw4f9WVhs4skielvb2ryb7Fem+aqMzLtvc0=,true,false,20210219,20210219,20210219,20210219,
5s2NU2aFjdNKUlembCj2wTEYsOEIj/ETzCxfjm3O9MM=,true,false,20210219,20210219,20210219,20210219,
519MLQRI9Z5pAbv8npgt7WZlNbemifpPSPZaoUbPFzg=,true,false,20210219,20210219,20210219,20210219,
kwaMGhp2/khZwwwoS9k+RyBYEYppDEVY1jK3aXVt5WQ=,true,false,20210219,20210219,20210219,20210219,
6lZBdEyfvZuPoadWkxAxA4gmySpKRF4MyUud4jvId0E=,true,false,20210219,20210219,20210219,20210219,
n1H/z97oQ8/HRMbOYDhHZQYXeFGu3Ovg/mtwEZwFj6Y=,true,false,20210219,20210219,20210219,20210219,
NisHYMsIh1bz/PwwAOsO6HVBNxrzEHvc0hrlK+ASNaQ=,true,false,20210219,20210219,20210219,20210219,
savasPv85sXPeO6JnDk8/8NDfx4lYmdr+/dl/9onzXo=,true,false,20210219,20210219,20210219,20210219,
5+YLelTxAHZNuQmY0wQeMOv/jegq94U5iS+CYC/ijqw=,true,false,20210219,20210219,20210219,20210219,
zZ/pX+5V/Z45S+XygrIQT/OnC1N5yLAVduF3JSFAkRY=,true,false,20210219,20210219,20210219,20210219,
3i+3vS2sRm2FFGpNCJzdRQJYyrupsWQ5Mxy9UcTz1O4=,true,false,20210219,20210219,20210219,20210219,
HvDrUHUhsSPB/66sSIFG6PNf0Xms1uHy/li+p7iHpg8=,true,false,20210219,20210219,20210219,20210219,
OEeD/iWQq3Fs3CfrCjAYQeBkR5EXkvzxB3y4uO/Gzdc=,true,false,20210219,20210219,20210219,20210219,
weSbw9CL84/rN21q5xh1hSa6MakNkkaUZiDMAvZKCq0=,true,false,20210219,20210219,20210219,20210219,
R9r85XACwATZsb8ALKCoV4HZwcwvjv6kQj5BlBQnBXI=,true,false,20210219,20210219,20210219,20210219,
8Muw48VaWAQvU1bG3GDc8oE7nVGCXupTC9oDtLPzkAc=,true,false,20210219,20210219,20210219,20210219,
kOmWLjPqqhTi/t/JMFyVvRJWPCxnDdUcprTmZ8cpZ6U=,true,false,20210219,20210219,20210219,20210219,
M+KBn8FE+86dmLCzInidSE1j2DHLxjmdIIBJdq0j0Q4=,true,false,20210219,20210219,20210219,20210219,
/apGdN7wWCKWLpKP2l5eg34P80xYvjwlRB1hA+wjeoo=,true,false,20210219,20210219,20210219,20210219,
F+0ihhpP72/+XckmahvsAONCGQi7IAc0KJpavIwd+70=,true,false,20210219,20210219,20210219,20210219,
YTD0Kyx5S9F/BzaYf24u0ta/8ip6xxH3l2wLjzvQSVw=,true,false,20210219,20210219,20210219,20210219,
ifTo5qGf2yBVrKaK1+bhb5ptrGmHYGo+i4EX6LAQ6eo=,true,false,20210219,20210219,20210219,20210219,
pQGpjuT4UFZmeWvGgFqbQrGwXKAlrwMrc/NTiGAiUOc=,true,false,20210219,20210219,20210219,20210219,
MwgJtBVVMKq2PaeKojU4h76vQmr9JeV7IkXUa9DUTQY=,true,false,20210219,20210219,20210219,20210219,
NOPlpqzw2EskhxcRly7dH4A3F4ma4bz5lXh0/CD+SYM=,true,false,20210219,20210219,20210219,20210219,
PO1STMmni3M2YPQYjU79jRFH7Jky8shbPDwda2hAVmw=,true,false,20210219,20210219,20210219,20210219,
jO4l0oVmEd1FmZFEzx1J5bgVzv/Yci4MB36feYrOadY=,true,false,20210219,20210219,20210219,20210219,
izt1Kg7sJNET4lKJOAYOFPWDueIf3zZCVeuhNUpI7HE=,true,false,20210219,20210219,20210219,20210219,
jqPufT9kEXZ3bcJjYWmclfMNNFMPn8vBTdvPq+W6AYs=,true,false,20210219,20210219,20210219,20210219,
W35aytaiqAI+PxynwVEAhASsdIJdt5Y+AtlPPnn3DvI=,true,false,20210219,20210219,20210219,20210219,
WPj2eEoLgLdipRTynNMggRHGxTdWp5nex3r1+3Kizjw=,true,false,20210219,20210219,20210219,20210219,
YtpoQx7WdiRWJi08658Y2jDq8SkSDrKHKha64C2LslA=,true,false,20210219,20210219,20210219,20210219,
ZpR4zvlWjBKY225JGRlchZozy8RuwA3uPhNGWT7Fsuk=,true,false,20210219,20210219,20210219,20210219,
PPUW29XzpY0Hj7d4Djf9KHQB6lnYPHs/3pZIp5mxu5o=,true,false,20210219,20210219,20210219,20210219,
xUgyUizGMjLgdLacK0XUZW0Z8YoA00OxO4Y6r546tVI=,true,false,20210219,20210219,20210219,20210219,
mIFAko89WLtaVDrHH49+cZnmzLgWY2T/aF/qcCOhzn0=,true,false,20210219,20210219,20210219,20210219,
h+YibA4RjXiJPPy/KfldAtwfTxVYTt486NDkiHLZ7oo=,true,false,20210219,20210219,20210219,20210219,
u7d/nKZOO2xe4WynrJ/mknUMlR6Ku4gUEGm0TA2GFdc=,true,false,20210219,20210219,20210219,20210219,
zLj8MMUrh8atjFCbhG5N3cobw0AuqddmCYInQK1iNo8=,true,false,20210219,20210219,20210219,20210219,
3Ln7yzmthV/NcheL8cDU2EV3dY32TGtxNc5hKFk/Y/s=,true,false,20210219,20210219,20210219,20210219,
+x4X93e0LpRlTUiuz4h45dXNcRNBjpzHqch1TCbKwOQ=,true,false,20210219,20210219,20210219,20210219,
EUh0/YakjBrx+VKnk+VxidIQHVWDajM34LYaWFYtS1w=,true,false,20210219,20210219,20210219,20210219,
mWCYQt6Nx478fOctTYTQDTXOAFK7TIf6TG2/1XVnT50=,true,false,20210219,20210219,20210219,20210219,
HnAg8QcJkmyxTP1R5Sg7SDXTXOJuA20CPfZ1LtYDrLo=,true,false,20210219,20210219,20210219,20210219,
Ezi0FupCvYRTw3CPFRuiRFDOcGcJfKjmXwK+92zFh3k=,true,false,20210219,20210219,20210219,20210219,
WZXjTtuU7pIhS1NrM36Vkt0J3UaqGZ3UAKxB6Zqe11k=,true,false,20210219,20210219,20210219,20210219,
FoIcEAFqWF29+EmBv72yFvq5j+niBv9mx8TaR7YqkzU=,true,false,20210219,20210219,20210219,20210219,
XaqG+T7Bi57vEGi1NT7BerbMkLbGKC1dJzRlKQrTgN0=,true,false,20210219,20210219,20210219,20210219,
LGHtMAoMbvH/bkFUonw2ZOa7sVTjVQJLDAR3HhQk3tw=,true,false,20210219,20210219,20210219,20210219,
UP8odAyl3rB7ZVx+eUOtC+jotU67OqaMUUhNOb7imFU=,true,false,20210219,20210219,20210219,20210219,
F9MG5cL/MSvVTC/+upDRXL42dFV/m1I0GAcd+IV6FdQ=,true,false,20210219,20210219,20210219,20210219,
PJCjVR+GM5LGc1nFccjSbZseZUoYzjyZwnQKQ0Vd/0U=,true,false,20210219,20210219,20210219,20210219,
7glRsay2vzDrinjSOb2sn3sTCDkeph7iPjf8RDCtoXg=,true,false,20210219,20210219,20210219,20210219,
Q7qfRNDBWidJhdGlufrt3c8rw4vVUm9IGosUYT6XYbc=,true,false,20210219,20210219,20210219,20210219,
0+3bW167rr/RnpVpf7wgQaJxE7vFZY8EDBuhqbuZ9/M=,true,false,20210219,20210219,20210219,20210219,
HgylDRUpPXfSFtJL4x0C3Kz8UXTDerJaPJNV6FdjY10=,true,false,20210219,20210219,20210219,20210219,
RKWw2aOr362aevMGz+WIW7t/myUaK9qlDLQBiYwMT/E=,true,false,20210219,20210219,20210219,20210219,
u2uiJ+6QTHCjUJOFeADMyLOIcHvX2xvTGFTz/ohegCE=,true,false,20210219,20210219,20210219,20210219,
avMCNkFY38HBuKAd95kNn9kN0sZRfL61YcFLVmZh2y4=,true,false,20210219,20210219,20210219,20210219,
DnYhUcQw3OLdt4Eb+uMT1pkYJj/90aW7nueXsr68KwY=,true,false,20210219,20210219,20210219,20210219,
SGloqJiownmlf0j7VJHsVAaSZmiBhbfujKRU1Tr+mvs=,true,false,20210219,20210219,20210219,20210219,
tm+IOCW+S9fSbhtnhrfbsf8jqpnt1GrHuYS6ynZJPts=,true,false,20210219,20210219,20210219,20210219,
eeLZjr32hRWVxwRhYOS8rhyV49qBQO9T4C/3ytrxJAo=,true,false,20210219,20210219,20210219,20210219,
/eunH31iFfrLd/UFL3qsoocGiwOhVqGrhg3ZIBxtSgw=,true,false,20210219,20210219,20210219,20210219,
QXE+DMZhvXfKRXKqW7GWyuwP8FkWjs8x4joB3qIdius=,true,false,20210219,20210219,20210219,20210219,
IpSkNjv8/eb0DlfhO9+dAYmgK9Ocp6kp48y5cfEUn2g=,true,false,20210219,20210219,20210219,20210219,
MBlvUYrwVERbuYbQRy1CM5YlGNEl1r2xOVYdQFT8j7E=,true,false,20210219,20210219,20210219,20210219,
nuLo9EmBCnSxhlPlFC4I0KfmOt9BllQZ4Dwxs9OsWvs=,true,false,20210219,20210219,20210219,20210219,
N1lISypHP/8dJuvwXIkAM+ez+6aY1QKomlz0gA1rBtk=,true,false,20210219,20210219,20210219,20210219,
