id,event_timestamp,user_id,amount,interface,currency,tx_status
48796,2021-10-15 19:00:46.388000 UTC,0197fcd95060131d9bc5e564f842ed53,301,web,mxn,failed
48988,2021-10-20 18:47:05.367000 UTC,0197fcd95060131d9bc5e564f842ed53,430,web,mxn,failed
49066,2021-10-21 13:52:02.028000 UTC,0197fcd95060131d9bc5e564f842ed53,123,web,mxn,failed
49083,2021-10-21 15:52:23.936000 UTC,0197fcd95060131d9bc5e564f842ed53,66,web,mxn,failed
49102,2021-10-21 19:59:49.287000 UTC,0197fcd95060131d9bc5e564f842ed53,77,web,mxn,failed
49388,2021-10-26 17:15:32.636000 UTC,0197fcd95060131d9bc5e564f842ed53,301,web,mxn,failed
49405,2021-10-26 18:57:22.471000 UTC,0197fcd95060131d9bc5e564f842ed53,301,web,mxn,failed
49406,2021-10-26 19:28:46.045000 UTC,0197fcd95060131d9bc5e564f842ed53,301,web,mxn,failed
49415,2021-10-26 19:30:16.846000 UTC,0197fcd95060131d9bc5e564f842ed53,301,web,mxn,failed
49432,2021-10-26 21:17:42.507000 UTC,0197fcd95060131d9bc5e564f842ed53,301,web,mxn,failed
49441,2021-10-26 21:38:43.603000 UTC,0197fcd95060131d9bc5e564f842ed53,301,web,mxn,failed
50952,2021-11-23 18:09:11.291000 UTC,0197fcd95060131d9bc5e564f842ed53,65,web,mxn,failed
50607,2021-11-23 19:22:46.690000 UTC,0197fcd95060131d9bc5e564f842ed53,150,web,mxn,failed
50651,2021-11-24 16:18:42.489000 UTC,0197fcd95060131d9bc5e564f842ed53,76,web,mxn,failed
50663,2021-11-24 18:19:22.960000 UTC,0197fcd95060131d9bc5e564f842ed53,92,web,mxn,failed
50668,2021-11-24 18:54:12.102000 UTC,0197fcd95060131d9bc5e564f842ed53,101,web,mxn,failed
50677,2021-11-24 19:42:18.287000 UTC,0197fcd95060131d9bc5e564f842ed53,110,web,mxn,failed
50789,2021-11-26 12:26:12.127000 UTC,0197fcd95060131d9bc5e564f842ed53,66,web,mxn,failed
50918,2021-11-29 15:32:40.708000 UTC,0197fcd95060131d9bc5e564f842ed53,57,web,mxn,failed
50935,2021-11-29 16:51:00.875000 UTC,0197fcd95060131d9bc5e564f842ed53,81,web,mxn,failed
50940,2021-11-29 17:05:25.738000 UTC,0197fcd95060131d9bc5e564f842ed53,92,web,mxn,failed
50950,2021-11-29 17:59:40.386000 UTC,0197fcd95060131d9bc5e564f842ed53,61,web,mxn,failed
50967,2021-11-29 19:42:26.130000 UTC,0197fcd95060131d9bc5e564f842ed53,78,web,mxn,failed
50968,2021-11-29 19:56:20.146000 UTC,0197fcd95060131d9bc5e564f842ed53,53,web,mxn,failed
50969,2021-11-29 19:57:24.306000 UTC,0197fcd95060131d9bc5e564f842ed53,23,web,brl,failed
50970,2021-11-29 20:00:02.541000 UTC,0197fcd95060131d9bc5e564f842ed53,56,web,mxn,failed
51048,2021-11-30 18:55:34.071000 UTC,0197fcd95060131d9bc5e564f842ed53,301,web,mxn,failed
51049,2021-11-30 19:04:07.335000 UTC,0197fcd95060131d9bc5e564f842ed53,301,web,mxn,failed
51108,2021-12-01 16:21:28.892000 UTC,0197fcd95060131d9bc5e564f842ed53,1,web,ars,failed
51333,2021-12-06 15:15:28.958000 UTC,0197fcd95060131d9bc5e564f842ed53,301,web,mxn,failed
51382,2021-12-07 14:39:40.389000 UTC,0197fcd95060131d9bc5e564f842ed53,301,web,mxn,failed
51477,2021-12-08 17:22:58.495000 UTC,0197fcd95060131d9bc5e564f842ed53,301,web,mxn,failed
51771,2021-12-14 14:08:25.481000 UTC,0197fcd95060131d9bc5e564f842ed53,55,web,mxn,failed
51772,2021-12-14 14:11:10.467000 UTC,0197fcd95060131d9bc5e564f842ed53,56,web,mxn,failed
51838,2021-12-15 14:42:15.568000 UTC,0197fcd95060131d9bc5e564f842ed53,301,web,mxn,failed
51866,2021-12-15 16:14:16.923000 UTC,0197fcd95060131d9bc5e564f842ed53,301,web,mxn,failed
51867,2021-12-15 16:42:40.818000 UTC,0197fcd95060131d9bc5e564f842ed53,301,web,mxn,failed
51868,2021-12-15 17:06:17.338000 UTC,0197fcd95060131d9bc5e564f842ed53,301,web,mxn,failed
51872,2021-12-15 18:28:43.670000 UTC,0197fcd95060131d9bc5e564f842ed53,301,web,mxn,failed
51874,2021-12-15 19:28:34.623000 UTC,0197fcd95060131d9bc5e564f842ed53,301,web,mxn,failed
51912,2021-12-15 22:35:15.074000 UTC,0197fcd95060131d9bc5e564f842ed53,301,web,mxn,failed
51913,2021-12-15 22:49:50.109000 UTC,0197fcd95060131d9bc5e564f842ed53,301,web,mxn,failed
51928,2021-12-16 00:00:09.773000 UTC,0197fcd95060131d9bc5e564f842ed53,301,web,mxn,failed
51929,2021-12-16 00:02:04.905000 UTC,0197fcd95060131d9bc5e564f842ed53,301,web,mxn,failed
51931,2021-12-16 04:21:26.527000 UTC,0197fcd95060131d9bc5e564f842ed53,301,web,mxn,failed
52308,2022-01-03 17:50:37.768000 UTC,0197fcd95060131d9bc5e564f842ed53,301,web,mxn,failed
52813,2022-01-10 18:55:07.844000 UTC,0197fcd95060131d9bc5e564f842ed53,65,web,mxn,failed
53810,2022-01-28 16:19:55.862000 UTC,0197fcd95060131d9bc5e564f842ed53,51,web,mxn,failed
53934,2022-02-02 00:51:06.027000 UTC,0197fcd95060131d9bc5e564f842ed53,55,web,mxn,failed
54158,2022-02-04 14:39:32.498000 UTC,0197fcd95060131d9bc5e564f842ed53,55,web,mxn,failed
54162,2022-02-04 14:44:17.944000 UTC,0197fcd95060131d9bc5e564f842ed53,56,web,mxn,failed
54168,2022-02-04 14:55:57.905000 UTC,0197fcd95060131d9bc5e564f842ed53,55,web,mxn,failed
54169,2022-02-04 14:57:33.802000 UTC,0197fcd95060131d9bc5e564f842ed53,60,web,mxn,failed
54177,2022-02-04 15:04:49.963000 UTC,0197fcd95060131d9bc5e564f842ed53,60,web,mxn,failed
54178,2022-02-04 15:07:24.820000 UTC,0197fcd95060131d9bc5e564f842ed53,79,web,mxn,failed
54179,2022-02-04 15:23:08.435000 UTC,0197fcd95060131d9bc5e564f842ed53,54,web,mxn,failed
54180,2022-02-04 16:45:16.752000 UTC,0197fcd95060131d9bc5e564f842ed53,66,web,mxn,failed
54189,2022-02-04 18:42:16.610000 UTC,0197fcd95060131d9bc5e564f842ed53,55,web,mxn,failed
54218,2022-02-05 14:47:17.474000 UTC,0197fcd95060131d9bc5e564f842ed53,66,web,mxn,failed
54262,2022-02-07 19:08:36.046000 UTC,0197fcd95060131d9bc5e564f842ed53,55,web,mxn,failed
54263,2022-02-07 19:21:05.183000 UTC,0197fcd95060131d9bc5e564f842ed53,55,web,mxn,failed
54264,2022-02-07 19:26:00.063000 UTC,0197fcd95060131d9bc5e564f842ed53,66,web,mxn,failed
54265,2022-02-07 19:27:03.946000 UTC,0197fcd95060131d9bc5e564f842ed53,66,web,mxn,failed
54266,2022-02-07 19:37:18.534000 UTC,0197fcd95060131d9bc5e564f842ed53,77,web,mxn,failed
54330,2022-02-08 15:40:00.587000 UTC,0197fcd95060131d9bc5e564f842ed53,77,web,mxn,failed
54331,2022-02-08 15:42:13.723000 UTC,0197fcd95060131d9bc5e564f842ed53,88,web,mxn,failed
54332,2022-02-08 15:43:09.106000 UTC,0197fcd95060131d9bc5e564f842ed53,64,web,mxn,failed
54333,2022-02-08 15:51:41.686000 UTC,0197fcd95060131d9bc5e564f842ed53,88,web,mxn,failed
54346,2022-02-08 16:21:28.676000 UTC,0197fcd95060131d9bc5e564f842ed53,55,web,mxn,failed
54808,2022-02-14 14:57:04.135000 UTC,0197fcd95060131d9bc5e564f842ed53,66,web,mxn,failed
54823,2022-02-14 17:26:38.088000 UTC,0197fcd95060131d9bc5e564f842ed53,51.12,web,mxn,failed
54831,2022-02-14 17:30:40.611000 UTC,0197fcd95060131d9bc5e564f842ed53,56,web,mxn,failed
54890,2022-02-15 15:43:28.750000 UTC,0197fcd95060131d9bc5e564f842ed53,54,web,mxn,failed
54891,2022-02-15 15:45:01.611000 UTC,0197fcd95060131d9bc5e564f842ed53,55,web,mxn,failed
54893,2022-02-15 16:14:26.921000 UTC,0197fcd95060131d9bc5e564f842ed53,66,web,mxn,failed
54897,2022-02-15 16:39:28.083000 UTC,0197fcd95060131d9bc5e564f842ed53,55,web,mxn,failed
54925,2022-02-15 20:27:02.700000 UTC,0197fcd95060131d9bc5e564f842ed53,55,web,mxn,failed
54927,2022-02-15 20:39:50.294000 UTC,0197fcd95060131d9bc5e564f842ed53,55,web,mxn,failed
54939,2022-02-15 21:41:46.146000 UTC,0197fcd95060131d9bc5e564f842ed53,2,web,mxn,failed
54954,2022-02-15 23:42:27.407000 UTC,0197fcd95060131d9bc5e564f842ed53,5,web,mxn,failed
54994,2022-02-16 18:58:39.075000 UTC,0197fcd95060131d9bc5e564f842ed53,51,web,mxn,failed
55022,2022-02-16 21:38:04.671000 UTC,0197fcd95060131d9bc5e564f842ed53,31,web,mxn,failed
55098,2022-02-17 16:05:23.021000 UTC,0197fcd95060131d9bc5e564f842ed53,33,web,mxn,failed
55100,2022-02-17 17:39:12.095000 UTC,0197fcd95060131d9bc5e564f842ed53,22,web,mxn,failed
55122,2022-02-17 20:13:06.120000 UTC,0197fcd95060131d9bc5e564f842ed53,55,web,mxn,failed
55895,2022-03-04 15:00:10.857000 UTC,0197fcd95060131d9bc5e564f842ed53,33,web,mxn,failed
56001,2022-03-09 19:47:08.461000 UTC,0197fcd95060131d9bc5e564f842ed53,77,web,mxn,failed
56447,2022-03-22 23:03:42.008000 UTC,0197fcd95060131d9bc5e564f842ed53,51,web,mxn,failed
56746,2022-04-14 20:05:55.383000 UTC,0197fcd95060131d9bc5e564f842ed53,0.1,web,usd,failed
56811,2022-04-18 15:29:44.968000 UTC,0197fcd95060131d9bc5e564f842ed53,0.1,web,usd,failed
56859,2022-04-20 18:16:09.831000 UTC,0197fcd95060131d9bc5e564f842ed53,0.1,web,usd,failed
56973,2022-04-21 16:35:02.054000 UTC,0197fcd95060131d9bc5e564f842ed53,5,web,usd,failed
56981,2022-04-21 17:08:36.486000 UTC,0197fcd95060131d9bc5e564f842ed53,3,web,usd,failed
58691,2022-05-12 16:21:34.444000 UTC,0197fcd95060131d9bc5e564f842ed53,301,web,mxn,failed
58699,2022-05-12 16:39:35.542000 UTC,0197fcd95060131d9bc5e564f842ed53,301,web,mxn,failed
59353,2022-05-17 20:09:45.482000 UTC,0197fcd95060131d9bc5e564f842ed53,301,web,mxn,failed
59354,2022-05-17 20:12:57.609000 UTC,0197fcd95060131d9bc5e564f842ed53,100,web,mxn,failed
59356,2022-05-17 20:22:15.544000 UTC,0197fcd95060131d9bc5e564f842ed53,100,web,mxn,failed
59790,2022-05-23 21:49:27.636000 UTC,0197fcd95060131d9bc5e564f842ed53,100,web,mxn,failed
59801,2022-05-24 18:39:24.635000 UTC,0197fcd95060131d9bc5e564f842ed53,100,web,mxn,failed
59824,2022-05-27 17:04:04.265000 UTC,0197fcd95060131d9bc5e564f842ed53,100,web,mxn,failed
59825,2022-05-27 17:11:05.265000 UTC,0197fcd95060131d9bc5e564f842ed53,120,web,mxn,failed
59826,2022-05-27 17:11:06.776000 UTC,0197fcd95060131d9bc5e564f842ed53,120,web,mxn,failed
59827,2022-05-27 17:11:45.257000 UTC,0197fcd95060131d9bc5e564f842ed53,100,web,mxn,failed
75800,2022-06-07 18:38:57.744000 UTC,0197fcd95060131d9bc5e564f842ed53,120,web,mxn,failed
75801,2022-06-07 18:46:31.969227 UTC,0197fcd95060131d9bc5e564f842ed53,120,web,mxn,failed
75802,2022-06-07 18:52:07.099854 UTC,0197fcd95060131d9bc5e564f842ed53,150,web,mxn,failed
93467,2022-07-01 19:43:37.136000 UTC,0197fcd95060131d9bc5e564f842ed53,301,web,mxn,failed
93475,2022-07-01 20:07:44.585000 UTC,0197fcd95060131d9bc5e564f842ed53,301,web,mxn,failed
97062,2022-07-28 14:10:12.524000 UTC,0197fcd95060131d9bc5e564f842ed53,301,web,mxn,failed
101112,2022-08-25 19:19:43.077000 UTC,0197fcd95060131d9bc5e564f842ed53,0.00102999,web,btc,failed
101176,2022-08-25 22:04:34.492000 UTC,0197fcd95060131d9bc5e564f842ed53,301,web,mxn,failed
101255,2022-08-26 14:22:07.286000 UTC,0197fcd95060131d9bc5e564f842ed53,0.00102999,web,btc,failed
101277,2022-08-26 15:37:50.981000 UTC,0197fcd95060131d9bc5e564f842ed53,0.00102999,web,btc,failed
101289,2022-08-26 16:32:48.309000 UTC,0197fcd95060131d9bc5e564f842ed53,0.00102999,web,btc,failed
102386,2022-09-19 15:00:05.280000 UTC,0197fcd95060131d9bc5e564f842ed53,301,web,mxn,failed
102390,2022-09-19 15:07:39.728000 UTC,0197fcd95060131d9bc5e564f842ed53,301,web,mxn,failed
102391,2022-09-19 15:26:55.111000 UTC,0197fcd95060131d9bc5e564f842ed53,301,web,mxn,failed
102392,2022-09-19 15:28:34.170000 UTC,0197fcd95060131d9bc5e564f842ed53,301,web,mxn,failed
102541,2022-09-26 19:49:53.505000 UTC,0197fcd95060131d9bc5e564f842ed53,301,web,mxn,failed
102546,2022-09-26 21:15:15.520000 UTC,0197fcd95060131d9bc5e564f842ed53,301,web,mxn,failed
102562,2022-09-27 04:28:33.912000 UTC,0197fcd95060131d9bc5e564f842ed53,301,web,mxn,failed
102563,2022-09-27 05:08:04.175000 UTC,0197fcd95060131d9bc5e564f842ed53,301,web,mxn,failed
105272,2022-12-05 21:04:44.423000 UTC,0197fcd95060131d9bc5e564f842ed53,100,web,mxn,failed
105283,2022-12-06 16:15:09.586000 UTC,0197fcd95060131d9bc5e564f842ed53,10,web,mxn,failed
105314,2022-12-06 19:32:38.608000 UTC,0197fcd95060131d9bc5e564f842ed53,50,web,mxn,failed
105315,2022-12-06 19:33:53.015000 UTC,0197fcd95060131d9bc5e564f842ed53,100,web,mxn,failed
125167,2023-08-01 19:15:34.161000 UTC,0197fcd95060131d9bc5e564f842ed53,0.03003211,web,eth,failed
125169,2023-08-01 19:26:20.132000 UTC,0197fcd95060131d9bc5e564f842ed53,0.03003211,web,eth,failed
125173,2023-08-01 19:28:25.789000 UTC,0197fcd95060131d9bc5e564f842ed53,0.00013211,web,eth,failed
44590,2021-07-15 23:28:45.766000 UTC,01b7575c38dac42f3cfb7d500438b875,10,web,ars,failed
44591,2021-07-15 23:30:45.772000 UTC,01b7575c38dac42f3cfb7d500438b875,10,web,ars,failed
44592,2021-07-15 23:32:49.820000 UTC,01b7575c38dac42f3cfb7d500438b875,10,web,ars,failed
45188,2021-07-28 14:48:30.907000 UTC,01b7575c38dac42f3cfb7d500438b875,10,web,ars,failed
45379,2021-07-29 20:16:24.375000 UTC,01b7575c38dac42f3cfb7d500438b875,10,web,ars,failed
19494,2020-12-10 16:03:15.517000 UTC,02b1be0d48924c327124732726097157,1,app,ars,failed
56211,2022-03-18 13:40:14.462000 UTC,03abb22f98c1ba728355443630f4a4e5,0.1,web,eth,failed
56234,2022-03-18 15:20:39.855000 UTC,03abb22f98c1ba728355443630f4a4e5,0.1,web,eth,failed
12049,2020-08-20 17:44:58.850000 UTC,03fcd68e5673f08be96d2b6bb5be8261,45000,web,mxn,failed
12057,2020-08-20 17:49:54.765000 UTC,03fcd68e5673f08be96d2b6bb5be8261,40000,web,mxn,failed
12058,2020-08-20 17:50:30.426000 UTC,03fcd68e5673f08be96d2b6bb5be8261,40000,web,mxn,failed
12060,2020-08-20 17:58:20.034000 UTC,03fcd68e5673f08be96d2b6bb5be8261,500,web,mxn,failed
12061,2020-08-20 17:59:32.078000 UTC,03fcd68e5673f08be96d2b6bb5be8261,500,web,mxn,failed
12062,2020-08-20 18:00:24.476000 UTC,03fcd68e5673f08be96d2b6bb5be8261,20000,web,mxn,failed
12063,2020-08-20 18:00:47.496000 UTC,03fcd68e5673f08be96d2b6bb5be8261,20000,web,mxn,failed
19956,2020-12-17 20:53:47.858000 UTC,0424d20160a6a558e5bf86a7bc9b67f0,25,app,mxn,failed
19214,2020-12-04 15:12:31.599000 UTC,06563f3b418fe57f8fc331872343ce44,0.01053529,app,eth,failed
19899,2020-12-17 15:29:37.518000 UTC,06563f3b418fe57f8fc331872343ce44,35,app,mxn,failed
19902,2020-12-17 16:03:32.459000 UTC,06563f3b418fe57f8fc331872343ce44,350,app,mxn,failed
19903,2020-12-17 17:28:28.125000 UTC,06563f3b418fe57f8fc331872343ce44,1500,app,mxn,failed
19916,2020-12-17 20:02:44.481000 UTC,06563f3b418fe57f8fc331872343ce44,450,app,mxn,failed
19919,2020-12-17 20:08:19.981000 UTC,06563f3b418fe57f8fc331872343ce44,250,app,mxn,failed
27648,2021-03-30 19:55:40.477000 UTC,06563f3b418fe57f8fc331872343ce44,2001,app,ars,failed
29074,2021-04-16 01:16:46.055000 UTC,06563f3b418fe57f8fc331872343ce44,9,app,brl,failed
29083,2021-04-16 01:21:06.549000 UTC,06563f3b418fe57f8fc331872343ce44,5,app,brl,failed
29174,2021-04-16 16:02:58.325000 UTC,06563f3b418fe57f8fc331872343ce44,5,app,brl,failed
29412,2021-04-20 23:50:10.567000 UTC,06563f3b418fe57f8fc331872343ce44,25,app,brl,failed
29855,2021-04-27 20:46:03.605000 UTC,06563f3b418fe57f8fc331872343ce44,2500,app,brl,failed
44959,2021-07-22 17:40:11.118000 UTC,06563f3b418fe57f8fc331872343ce44,5,app,usdt,failed
49344,2021-10-25 22:17:45.670000 UTC,06563f3b418fe57f8fc331872343ce44,2,app,usd,failed
49848,2021-11-05 23:37:17.421000 UTC,06563f3b418fe57f8fc331872343ce44,2,app,brl,failed
49849,2021-11-05 23:39:50.487000 UTC,06563f3b418fe57f8fc331872343ce44,2,app,brl,failed
54566,2022-02-10 16:28:53.452000 UTC,06563f3b418fe57f8fc331872343ce44,1.2,app,usd,failed
54567,2022-02-10 16:35:40.537000 UTC,06563f3b418fe57f8fc331872343ce44,1.2,app,usd,failed
97195,2022-08-02 16:46:44.989000 UTC,06563f3b418fe57f8fc331872343ce44,1,app,mxn,failed
97196,2022-08-02 16:47:28.626000 UTC,06563f3b418fe57f8fc331872343ce44,4,app,mxn,failed
97205,2022-08-02 19:05:20.869000 UTC,06563f3b418fe57f8fc331872343ce44,1,app,mxn,failed
98601,2022-08-12 16:53:12.449000 UTC,06563f3b418fe57f8fc331872343ce44,1,app,mxn,failed
98602,2022-08-12 16:53:22.487000 UTC,06563f3b418fe57f8fc331872343ce44,1,app,mxn,failed
102909,2022-10-10 05:24:29.853000 UTC,06563f3b418fe57f8fc331872343ce44,1,app,mxn,failed
102910,2022-10-10 05:42:29.817000 UTC,06563f3b418fe57f8fc331872343ce44,1.00002999,app,btc,failed
16819,2020-10-26 17:28:06.495000 UTC,06fb3cba82080bf8f3721739019d6792,100,web,mxn,failed
2482,2020-04-30 17:28:03.546000 UTC,07a9d3fed4c5ea6b17e80258dee231fa,1234,web,mxn,failed
2483,2020-04-30 17:28:22.137000 UTC,07a9d3fed4c5ea6b17e80258dee231fa,1234,web,mxn,failed
3487,2020-05-12 17:35:53.071000 UTC,07a9d3fed4c5ea6b17e80258dee231fa,123,web,mxn,failed
4115,2020-05-25 16:25:51.242000 UTC,07a9d3fed4c5ea6b17e80258dee231fa,5000,web,mxn,failed
6597,2020-06-10 16:20:49.557000 UTC,07a9d3fed4c5ea6b17e80258dee231fa,123,web,mxn,failed
6612,2020-06-10 16:34:23.565000 UTC,07a9d3fed4c5ea6b17e80258dee231fa,123,web,mxn,failed
6634,2020-06-10 17:02:09.267000 UTC,07a9d3fed4c5ea6b17e80258dee231fa,123,web,mxn,failed
6752,2020-06-10 23:11:47.162000 UTC,07a9d3fed4c5ea6b17e80258dee231fa,450,web,mxn,failed
7141,2020-06-15 20:30:56.683000 UTC,07a9d3fed4c5ea6b17e80258dee231fa,134,web,mxn,failed
7218,2020-06-16 13:08:45.319000 UTC,07a9d3fed4c5ea6b17e80258dee231fa,1343,web,mxn,failed
7413,2020-06-17 20:12:36.498000 UTC,07a9d3fed4c5ea6b17e80258dee231fa,5000,web,mxn,failed
11484,2020-08-14 19:06:10.934000 UTC,07a9d3fed4c5ea6b17e80258dee231fa,100,web,mxn,failed
11485,2020-08-14 19:06:33.857000 UTC,07a9d3fed4c5ea6b17e80258dee231fa,200,web,mxn,failed
11486,2020-08-14 19:06:55.989000 UTC,07a9d3fed4c5ea6b17e80258dee231fa,400,web,mxn,failed
18403,2020-11-24 19:49:05.807000 UTC,07a9d3fed4c5ea6b17e80258dee231fa,200,web,mxn,failed
30599,2021-05-18 21:09:43.881000 UTC,07a9d3fed4c5ea6b17e80258dee231fa,100,web,mxn,failed
101700,2022-09-01 21:22:42.551000 UTC,07a9d3fed4c5ea6b17e80258dee231fa,50,web,ada,failed
104233,2022-11-30 19:42:38.039000 UTC,085dfc68338d1ed37766086a1aee1934,10,web,ltc,failed
116357,2023-04-13 18:47:18.484000 UTC,085dfc68338d1ed37766086a1aee1934,0.00519,web,btc,failed
116359,2023-04-13 18:51:35.236000 UTC,085dfc68338d1ed37766086a1aee1934,69,web,mxn,failed
117209,2023-04-27 13:31:13.589000 UTC,085dfc68338d1ed37766086a1aee1934,0.00419,web,btc,failed
118066,2023-05-15 19:30:59.906000 UTC,085dfc68338d1ed37766086a1aee1934,0.005,web,eth,failed
58253,2022-05-06 22:49:37.430000 UTC,09963a393c5a37a7fda7a40e4ab52972,1000,web,cop,failed
25127,2021-02-26 20:07:36.192000 UTC,0a3b6f64f0523984e51323fe53b8c504,1.0066024,app,eth,failed
25803,2021-03-10 20:27:29.422000 UTC,0a3b6f64f0523984e51323fe53b8c504,10,app,brl,failed
29170,2021-04-16 15:00:17.812000 UTC,0a3b6f64f0523984e51323fe53b8c504,1,app,brl,failed
29172,2021-04-16 15:11:56.812000 UTC,0a3b6f64f0523984e51323fe53b8c504,1,app,brl,failed
29173,2021-04-16 15:20:21.519000 UTC,0a3b6f64f0523984e51323fe53b8c504,1,app,brl,failed
29176,2021-04-16 16:41:41.186000 UTC,0a3b6f64f0523984e51323fe53b8c504,1,app,brl,failed
29177,2021-04-16 18:15:01.283000 UTC,0a3b6f64f0523984e51323fe53b8c504,1,app,brl,failed
29178,2021-04-16 19:06:44.812000 UTC,0a3b6f64f0523984e51323fe53b8c504,1,app,brl,failed
29179,2021-04-16 19:15:39.282000 UTC,0a3b6f64f0523984e51323fe53b8c504,1,app,brl,failed
29280,2021-04-17 12:04:39.578000 UTC,0a3b6f64f0523984e51323fe53b8c504,1,app,brl,failed
29319,2021-04-19 17:53:56.158000 UTC,0a3b6f64f0523984e51323fe53b8c504,1,app,brl,failed
29346,2021-04-19 23:35:58.140000 UTC,0a3b6f64f0523984e51323fe53b8c504,1,app,brl,failed
29354,2021-04-20 17:04:26.855000 UTC,0a3b6f64f0523984e51323fe53b8c504,1,app,brl,failed
29356,2021-04-20 17:30:13.540000 UTC,0a3b6f64f0523984e51323fe53b8c504,1,app,brl,failed
29357,2021-04-20 17:42:10.589000 UTC,0a3b6f64f0523984e51323fe53b8c504,1,app,brl,failed
29362,2021-04-20 18:21:23.837000 UTC,0a3b6f64f0523984e51323fe53b8c504,1,app,brl,failed
