event_date_id,num_currencies
20200211,1
20200210,1
20200207,1
20200205,2
20200131,2
20200128,1
20200124,1
20200118,1
20200117,5
20200116,7
20200113,1
20200110,1
20200107,1
