event_date_id,user_id,total_deposits
20220704,ZOXgm+qTeocRlT+WKt8Ar8usdvOs0r1xJK8fv9M501Y=,8
20220704,qL5NQQ3oRdxOrgtokwXdRWaqWOmuXIfEvjKwOdSVDLQ=,6
20220704,+O7DU/Brn6NjVVa4FomdZV7JqppYNFAcefE+MRBNdA8=,7
20220704,h0h1f/cKtIIJO2SFJ/xjyvLqniQ2ESPksEvVCBZ6ViQ=,7
20220704,th1r4ix2yzj4BPMODdlYJJTdosAenfd90Byf/C7LtkI=,7
20220704,XmJ6xuXlezrWLTkT1J+2zpHS6FzW1PL7PcQ95xgnikQ=,6
20220704,qX2Ud5t/dUJOZc3Q0qONBDNnGtS98eRo9fR/2nZgZg8=,7
20220704,ZqGTaBarPJkvyzJFeakUpFOc7x1a9rJ7dxLcYFOz2OU=,7
20220704,b1hZyhl3dcob/0WvCn5D3KPfMdqzRzNVo/3qVWn1lxc=,6
20220704,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,84
20200225,0QX5Gh9VXRgOC+DB494ig/npG5gNs/seMwXf3MSWMo4=,16
20210209,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,112
20210721,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,28
20220705,rsMt1sBPKydspedgPB3sJF5joNT+vCZCSFhAdLRIeoc=,7
20220705,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,133
20210210,sjLf+sv0oPCCiu5iD1GOr9OwQsInsKNSkaTzAjbcADI=,17
20210210,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,105
20210722,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,42
20220706,Ig8zadDzUQN7s0KBi0rAax5nm+0437xJGjZl7P4tWsk=,6
20220706,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,87
20210211,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,77
20210723,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,49
20220707,Uge41HyQZsHEEzvsOyZ6Zecx97o+KfDNoqFSm3F0Btk=,845
20220707,hmmTBPCpGkoIjli6A/okrqtlBXxqNlKHtOOc5cQhq0c=,992
20220707,zQaZo2Md1O48XPiLog2Boo8aghrWKruVnqdjhIgwong=,346
20220707,rW3TXN5Z690hgW5mgCGBgYK2D96jCC/dW3S2k6d8AWU=,15
20210212,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,23
20220708,Uge41HyQZsHEEzvsOyZ6Zecx97o+KfDNoqFSm3F0Btk=,123
20220708,hmmTBPCpGkoIjli6A/okrqtlBXxqNlKHtOOc5cQhq0c=,987
20220708,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,56
20210213,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,21
20210726,xGy0SVm+6ggtXwIsF+bWgQVSx2AuqUGnIMW5TXkHdr4=,14
20210726,j7SbsZoZqI213ArUs6msqxYqcNYokuN4HmKPQyveB5Y=,8
20210726,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,14
20210215,kwDSs7sX9G2Uh8L6v2kEojIgtMrLzgmhhmDfxeD6uws=,17
20210215,7IfpL72WG9YPkIrzW2cnGJOxTv/5y94gnajS5cCkV2w=,6
20210215,xGy0SVm+6ggtXwIsF+bWgQVSx2AuqUGnIMW5TXkHdr4=,10
20210215,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,14
20210727,YIINLI7mmOzjfegur0Zph0jM9Cqe3VPpv3xdX5k7ZqY=,15
20210727,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,70
20220711,xGy0SVm+6ggtXwIsF+bWgQVSx2AuqUGnIMW5TXkHdr4=,44
20220711,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,28
20210216,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,49
20210728,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,70
20220712,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,145
20201001,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,98
20210217,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,56
20210729,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,63
20220201,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,47
20220201,fmfKUc4Vingp7OgRUvxjhyVtDq64iD6AH7YvhjNz9ZY=,6
20220713,OTtRaA/0+xD/PdQl1B3/jsmXQRqqFPjfH2RmFEp+6j0=,52
20220713,Uge41HyQZsHEEzvsOyZ6Zecx97o+KfDNoqFSm3F0Btk=,477
20220713,zQaZo2Md1O48XPiLog2Boo8aghrWKruVnqdjhIgwong=,958
20220713,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,77
20220713,M8LqbsMLABHt/yxQjfibx/t+ks37vwYrceg1k01WW60=,9
20220713,rW3TXN5Z690hgW5mgCGBgYK2D96jCC/dW3S2k6d8AWU=,13
20201002,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,70
20210218,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,70
20210730,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,49
20220202,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,98
20220714,DixAwwtANexY49EHAX9n54zdkOlhNxY5qjljBRbZOD4=,47
20220714,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,7
20220714,rW3TXN5Z690hgW5mgCGBgYK2D96jCC/dW3S2k6d8AWU=,58
20220714,M8LqbsMLABHt/yxQjfibx/t+ks37vwYrceg1k01WW60=,6
20201003,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,42
20210219,mDYY3RKhBlBCgCBJ7R+9Eonc8rpaLp3jROzQYG5JlWA=,6
20210219,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,106
20210219,imkikQLEDi/HDJMj17Ny4rNVwdVKKDLxAru2UDYcp4o=,8
20210731,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,14
20220203,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,49
20220715,rW3TXN5Z690hgW5mgCGBgYK2D96jCC/dW3S2k6d8AWU=,11
20201004,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,115
20220204,O0HqFXh/4jLiKRA1n4k889OKM49MhWn0xSEECjqmSvI=,6
20220204,l1Ogh1F6pQ7qdjmeqt8hI/okce1vgXqcK3yt5hVPSk8=,6
20220204,F+t38/uNnJtZRJsqWTxFPhbWhsXYT7kHoRPaSjV34NA=,33
20220204,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,69
20201005,9j8dGYxTV5D0MZUdcSHqEFUm2VkI6WQPSId87Mr97ps=,9
20201005,xGy0SVm+6ggtXwIsF+bWgQVSx2AuqUGnIMW5TXkHdr4=,17
20201005,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,63
20201006,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,63
20210222,xGy0SVm+6ggtXwIsF+bWgQVSx2AuqUGnIMW5TXkHdr4=,13
20210222,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,42
20220718,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,18
20201007,+BtSa9R+VmXi/R5J26r33ZhZoS/X8ByIJp1aE4Me6OA=,16
20201007,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,91
20210223,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,91
20220207,xGy0SVm+6ggtXwIsF+bWgQVSx2AuqUGnIMW5TXkHdr4=,31
20220207,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,63
20220719,xGy0SVm+6ggtXwIsF+bWgQVSx2AuqUGnIMW5TXkHdr4=,43
20201008,jnIcfgpx90m/eT9fiLlX+Pjwo2s0P5u6Xh0D0b3sLeI=,6
20201008,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,35
20210224,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,84
20220208,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,84
20220720,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,215
20210225,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,126
20220209,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,63
20220721,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,35
20210226,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,42
20220210,2Tbvl5Es4BL5GJnqF1H9G2k4CPP+YbAlDJRadWLrcMY=,36
20220210,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,95
20220722,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,167
20220211,C3fUMVjw3/Gjii0oobqABJadwZ1lRW5LGIm0n12+tug=,47
20220211,DXUU+v6hU7v4KaSLkmrHTVb+NslwF+Nb7m8aqC0D9XE=,40
20220211,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,168
20220723,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,21
20201012,xGy0SVm+6ggtXwIsF+bWgQVSx2AuqUGnIMW5TXkHdr4=,11
20201012,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,21
20220212,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,7
20200501,rG0efJPpc3y/Lrl3nu6UmSU35Kmqgrqe+R0DgIVoV0g=,342
20201013,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,35
20220725,xGy0SVm+6ggtXwIsF+bWgQVSx2AuqUGnIMW5TXkHdr4=,43
20220725,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,112
20200502,rG0efJPpc3y/Lrl3nu6UmSU35Kmqgrqe+R0DgIVoV0g=,238
20201014,y+PJV2JabEsPQ9UQLOdxELytaD0Neap+GAfPm50bkCY=,15
20220214,zBDy6XrpIerFjg2+xcDaOBagbg77bqELMNjBEFcrIl8=,6
20220214,xGy0SVm+6ggtXwIsF+bWgQVSx2AuqUGnIMW5TXkHdr4=,9
20220214,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,91
20220214,ykxUEyG4QDYB/HhHS8q8r0jjh8xeRz2iSOaP5Zk5yTw=,6
20220726,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,188
20201015,14u1R3sM/f7ZMTVgKraKmRApldzzsAil3OJ3dQT/gWg=,6
20220215,zBDy6XrpIerFjg2+xcDaOBagbg77bqELMNjBEFcrIl8=,6
20220215,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,66
20220727,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,77
20220216,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,63
20220728,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,21
20200505,rG0efJPpc3y/Lrl3nu6UmSU35Kmqgrqe+R0DgIVoV0g=,14
20211001,+qtLf6Tmc0mGU3785EAwIM15hIBVqmATC5KuguR2O8w=,55
