event_date_id,total_amount,currency
20221121,0.28539027,yfi
20221121,219510.49227804,xrp
20221121,165303.00463908,usdt
20221121,52541.59549975,usd
20221121,91.99119151,uni
20221121,7.0390867,tusd
20221121,2802.38744329,trx
20221121,379.57957997,sushi
20221121,99.20108887,sol
20221121,30.26234544,snx
20221121,58110184.228389971,shib
20221121,122.73449559,sand
20221121,5.66243351,qnt
20221121,0.01255816,paxg
20221121,191.2438258,omg
20221121,2055183.97862513,mxn
20221121,0.39020564,mkr
20221121,80.85110802,matic
20221121,5049.13468558,mana
20221121,96.75380929,ltc
20221121,693.94043748,lrc
20221121,70.00534479,link
20221121,5767.84613433,grt
20221121,28727.23457273,gala
20221121,6632.85260748,ftm
20221121,22.59208698,eth
20221121,25.63373171,enj
20221121,63.90852075,dydx
20221121,69.49482994,dot
20221121,14042.62617266,doge
20221121,184.50944656,dai
20221121,771.34684194,crv
20221121,5609309.5680660307,cop
20221121,21.19175353,comp
20221121,28966.55161718,chz
20221121,25.125857429999996,btc
20221121,54472.66431588,brl
20221121,21.77620935,bch
20221121,2176.9260188,bat
20221121,5.226072,bal
20221121,83.58645968,axs
20221121,307204.82233189,ars
20221121,502.35879248,ape
20221121,2448.89306548,algo
20221121,3684.57948546,ada
20221121,17.88311299,aave
20221118,700.0,usd
20221117,10010.0,xlm
20221117,1.0,usd
20221117,100.0,mxn
20221117,0.01,eth
20221116,602.55,mxn
20221115,0.005,eth
20221115,999.99,btc
20221114,19.87026496,yfi
20221114,2732436.17894362,xrp
20221114,474624.58716293005,usdt
20221114,4681762.15890287,usd
20221114,554.73961259,uni
20221114,2657.27730702,tusd
20221114,520896.93466836,trx
20221114,21088.38226801,sushi
20221114,1055.79576007,sol
20221114,152.54383649,snx
20221114,11249899162.681984,shib
20221114,626.78186665,sand
20221114,63.07911613,qnt
20221114,0.1220877,paxg
20221114,38085.431491530006,omg
20221114,24458401.91195944,mxn
20221114,1.56034427,mkr
20221114,374.62885795,matic
20221114,82942.52006475,mana
20221114,774.39236777000008,ltc
20221114,121838.50954387,lrc
20221114,1306.96499797,link
20221114,10587.03139081,grt
20221114,279193.6851144,gala
20221114,197298.6710654,ftm
20221114,580.28327765000006,eth
20221114,336078.67775681004,enj
20221114,1485.4653884,dydx
20221114,2096.71378636,dot
20221114,2548579.99320086,doge
20221114,17222.97092039,dai
20221114,2742.43502815,crv
20221114,43101102.532016337,cop
20221114,259.11779908,comp
20221114,435331.72459668,chz
20221114,226.65897506000002,btc
20221114,1264842.58501029,brl
20221114,1271.2281046,bch
20221114,244251.6483905,bat
20221114,773.73203001,bal
20221114,419.14922509,axs
20221114,89804719.34252204,ars
20221114,2073.64996329,ape
20221114,13576.75507047,algo
20221114,314040.80391901,ada
20221114,199.32012654,aave
20221113,4.780215,yfi
20221113,1491270.03012,xrp
20221113,78935.1177417,usdt
20221113,6134005.43441593,usd
20221113,29892.578,uni
20221113,1700.0,tusd
20221113,12500.0,sushi
20221113,24863.77248,sol
20221113,30323314230.0,shib
20221113,320315.94,sand
20221113,427.7875,qnt
20221113,158.42771,paxg
20221113,23427601.050438296,mxn
20221113,56.917,mkr
20221113,5965.909091,matic
20221113,125238.01000000001,mana
20221113,1077.8993514,ltc
20221113,12101.092,link
20221113,659046.9,grt
20221113,6641714.379033,gala
20221113,1599251.219341,ftm
20221113,1601.120485,eth
20221113,172878.12971170002,dydx
20221113,2000.0,dot
20221113,215321.289,doge
20221113,321.4,dai
20221113,1836022963.97632,cop
20221113,462.17049000000003,comp
20221113,1451368.6299072,chz
20221113,55.560144399999984,btc
20221113,1904579.23891984,brl
20221113,1849.7350999999999,bch
20221113,1793.32,bal
20221113,15408.4888268,axs
20221113,4758952.92,ars
20221113,132995.32449,ape
20221113,10000.0,algo
20221113,665412.9,ada
20221113,485.756599,aave
20221112,1061023.45624,xrp
20221112,1040125.9101053,usdt
20221112,4468639.2294686912,usd
20221112,36241.66,sushi
20221112,790.6054,sol
20221112,25713.19,omg
20221112,87182290.24429439,mxn
20221112,67.151,mkr
20221112,415466.142457,matic
20221112,42494.226,mana
20221112,394.0111145,ltc
20221112,48500.70022,link
20221112,179683.756589,gala
20221112,915.50279599999988,eth
20221112,15000.0,enj
20221112,56358.847951,dydx
20221112,2306553.91939,doge
20221112,5000.0,dai
20221112,177598677.7194,cop
20221112,554.14474000000007,comp
20221112,1462331.5537453,chz
20221112,56.166362530000008,btc
20221112,1398683.1220203598,brl
20221112,5.0,bch
20221112,6579.935,axs
20221112,8080284.87722,ars
20221112,36051.5039,ape
20221112,10000.0,algo
20221112,1184614.61292,ada
20221112,229.83902999999998,aave
20221111,5076074.3507177988,xrp
20221111,2321561.0109956,usdt
20221111,6862175.2395448824,usd
20221111,1900.51458,uni
20221111,3930.0,tusd
20221111,300000.0,trx
20221111,2500.0,sushi
20221111,5492.3379143,sol
20221111,9856000000.0,shib
20221111,20.0,qnt
20221111,55620600.495060317,mxn
20221111,37.903,mkr
20221111,113627.450981,matic
20221111,100318.55,mana
20221111,434.9301574,ltc
20221111,124268.1,lrc
20221111,49388.4787,link
20221111,20000.0,grt
20221111,586341.0,gala
20221111,471604.938272,ftm
20221111,739.1693656,eth
20221111,98713.942309,dydx
20221111,2.0,dot
20221111,3813877.275614,doge
20221111,5000.0,crv
20221111,311793569.8839,cop
20221111,240.6947,comp
20221111,884724.0623703,chz
20221111,104.31062390000001,btc
20221111,3781987.6407812,brl
20221111,1175.3988,bch
20221111,4670.0,bat
20221111,9862123.87584,ars
20221111,59039.558959899994,ape
20221111,11741.012,algo
20221111,1536.2892,aave
20221110,23.014400000000002,yfi
20221110,16619080.388114398,xrp
20221110,908824.9619163,usdt
20221110,14658300.368236383,usd
20221110,500.0,uni
20221110,58480.0,tusd
20221110,3896175.2001800006,trx
20221110,45000.0,sushi
20221110,2553.217322,sol
20221110,19518.14,snx
20221110,2180639781.642,shib
20221110,10000.0,sand
20221110,1339.9999999000001,qnt
20221110,69.38926,paxg
20221110,75710.539131,omg
20221110,192890581.82244253,mxn
20221110,137.361,mkr
20221110,343997.837652,matic
20221110,321555.7719419,mana
20221110,4350.896451,ltc
20221110,177489.1192133,lrc
20221110,15771.239,link
20221110,820958.4,grt
20221110,670947.6886450001,gala
20221110,2084484.553727,ftm
20221110,2222.3131499000006,eth
20221110,312232.62032300007,enj
20221110,6319.9991717,dot
20221110,10867820.3105215,doge
20221110,360954.49474319996,dai
20221110,124538.93,crv
20221110,108692344.38050002,cop
20221110,850.0,comp
20221110,3720093.8060000003,chz
20221110,642.0733054,btc
20221110,18437916.544082984,brl
20221110,680.7725179,bch
20221110,164402.6,bat
20221110,225.11,bal
20221110,4053.118,axs
20221110,100094669.730007,ars
20221110,97489.719680000009,ape
20221110,59035.183,algo
20221110,977640.39191,ada
20221110,4132.72492,aave
20221109,1.346738,yfi
20221109,6328723.9293599995,xrp
20221109,3429125.7986704,usdt
20221109,5788814.0817711083,usd
20221109,1917.921085,tusd
20221109,7153.6650502,sol
20221109,32433735432.462997,shib
20221109,12123.0,sand
20221109,147450.2040264,omg
20221109,85479552.01285246,mxn
20221109,5.0,mkr
20221109,213949.863766,matic
20221109,343436.4137782,mana
20221109,911.244998,ltc
20221109,14876.146289999999,link
20221109,3690591.643794,gala
20221109,563795.24301999994,ftm
20221109,620.034437,eth
20221109,532198.142416,enj
20221109,67253.521127,dydx
20221109,3000.0,dot
20221109,318136.310617,doge
20221109,5000.0,dai
20221109,66649504.3072,cop
20221109,298.04109,comp
20221109,1453862.2388,chz
20221109,141.24411344,btc
20221109,1110599.6206500002,brl
20221109,577.8566756,bch
20221109,27336.84,bal
20221109,68101945.33575,ars
20221109,44414.47394,ape
20221109,93120.0,algo
20221109,14407.24479,ada
20221109,1748.10105,aave
20221108,4078849.2583815996,xrp
20221108,781841.6985456,usdt
20221108,2243127.35388524,usd
20221108,749.6845213,tusd
20221108,1055.9795716,sol
20221108,16948463011.143,shib
20221108,443.77106,qnt
20221108,131098.5308992,omg
20221108,71304151.887140334,mxn
20221108,154368.56701,mana
20221108,7225.5926514999983,ltc
20221108,20000.0,lrc
20221108,22850.9664276,link
20221108,82393.216,gala
20221108,21376.221499,ftm
20221108,735.93254049999985,eth
20221108,241570.14157100001,enj
20221108,1917.6336542000001,dot
20221108,1420843.817044,doge
20221108,47712.82,dai
20221108,38978008.6528,cop
20221108,2176.3502200000003,comp
20221108,629549.269,chz
20221108,53.014375599999994,btc
20221108,3725188.46471974,brl
20221108,3533.2855,bch
20221108,34550.0,bat
20221108,45945.89,bal
20221108,300.0,axs
20221108,2.0,avax
20221108,6540250.2117,ars
20221108,158253.0605664,ape
20221108,109281.2,algo
20221108,565141.9326,ada
20221108,1436.0501233,aave
20221107,12.37834945,yfi
20221107,1997649.1637396696,xrp
20221107,8224770.6235180693,usdt
20221107,1919506.2887217503,usd
20221107,399.71481715,uni
20221107,525.91412245,tusd
20221107,10600.30067896,trx
20221107,1610.79162801,sushi
20221107,13156445.298197785,sol
20221107,3351.25760753,snx
20221107,459638115.63160229,shib
20221107,487503.40870426,sand
20221107,12.32219813,qnt
20221107,0.12503303,paxg
20221107,19499973.657508947,omg
20221107,66511061.715786144,mxn
20221107,1.9363431,mkr
20221107,81535.6496511,matic
20221107,375934.17021476,mana
20221107,1649.07966108,ltc
20221107,183711.19182782,lrc
20221107,861.44728201000009,link
20221107,14648108.812518628,grt
20221107,2698528.80453838,gala
20221107,637015.69970161992,ftm
20221107,491.1482017,eth
20221107,212282.33417537,enj
20221107,241.85249068000002,dydx
20221107,341.19931391,dot
20221107,942469.40364516,doge
20221107,1369.9273875000001,dai
20221107,3310947.7456403403,crv
20221107,104785579.22603819,cop
20221107,33067.855439970008,comp
20221107,455896.38674074004,chz
20221107,119.57683879,btc
20221107,470910.13633828005,brl
20221107,354.65549368,bch
20221107,52026.27058729,bat
20221107,1317.9533416600002,bal
20221107,542005.08134914,axs
20221107,12.0,avax
20221107,113751116.9157138,ars
20221107,2629.9834008400003,ape
20221107,149810.04417243,algo
20221107,2023707.6363715103,ada
20221107,100591.40127946998,aave
20221106,1062468.6,sand
20221106,17624425.859999988,omg
20221106,10131495.5,grt
20221106,3559304.3300000005,crv
20221106,43608.635137900004,comp
20221106,160573.24676799998,axs
20221106,291620.5,algo
20221106,9147538.96415,ada
20221106,103981.39192220001,aave
20221105,15551.972,sol
20221105,2594685.3896147003,sand
20221105,997213.39,omg
20221105,12124085.143147102,grt
20221105,10646935.733958792,crv
20221105,48189.82334000001,comp
20221105,190674.313813,axs
20221105,664481.3050355,algo
20221105,5119206.3443700019,ada
20221105,4208.88984,aave
20221104,11.6114,yfi
20221104,7528229.0367899993,xrp
20221104,4686387.0535710035,usd
20221104,107129.3616205,sol
20221104,8172000000.0,shib
20221104,235986.94,sand
20221104,682521.22,omg
20221104,54078393.823816128,mxn
20221104,4687.5,matic
20221104,80240.0,mana
20221104,4943.8353588,ltc
20221104,14106.394059900002,link
20221104,3204322.5999999996,grt
20221104,176129.659148,gala
20221104,176813.618156,ftm
20221104,575.8358252,eth
20221104,212222.222223,enj
20221104,57271.361759099993,dydx
20221104,814680.989584,doge
20221104,87078.4262234,dai
20221104,920528.86,crv
20221104,22104933.860000003,cop
20221104,169.7424713,comp
20221104,1171709.4190999998,chz
20221104,10047.353060889996,btc
20221104,3007711.8395109992,brl
20221104,30.0,bch
20221104,131216.0,bat
20221104,21386.4,bal
20221104,441147.06122390012,axs
20221104,23460543.509356342,ars
20221104,149229.32781,ape
20221104,10000.0,algo
20221104,5854409.443019799,ada
20221104,1208.4402578999998,aave
20221103,158.061911,yfi
20221103,226390804.383995,xrp
20221103,17834767.3810017,usdt
20221103,181947639.95941389,usd
20221103,212624.64611000003,uni
20221103,3608478.0882942989,tusd
20221103,31232493.08612,trx
20221103,2830237.9700000011,sushi
20221103,226455.95252019996,sol
20221103,556573.0604737,snx
20221103,167591796848.64749,shib
20221103,3438531.4599999995,sand
20221103,1667.9669999999999,qnt
20221103,17478.765089499993,paxg
20221103,12205213.442818696,omg
20221103,3945057436.4444122,mxn
20221103,2320.3170939,mkr
20221103,3462547.422840998,matic
20221103,12260695.8482068,mana
20221103,368313.54019919905,ltc
20221103,4915119.2297259,lrc
20221103,519509.29484309984,link
20221103,18081404.20000001,grt
20221103,112096707.7408468,gala
20221103,11927297.932601003,ftm
20221103,45831.042693500036,eth
20221103,2306397.0844719992,enj
20221103,1563840.8503967007,dydx
20221103,162567.4708347,dot
20221103,85278989.696057111,doge
20221103,2102954.4551544995,dai
20221103,4429282.6834352016,crv
20221103,8111981096.4403553,cop
20221103,40774.899004899977,comp
20221103,34975924.527596042,chz
20221103,6166.6702389400007,btc
20221103,178759817.02621585,brl
20221103,158491.37916639997,bch
20221103,16327824.013999999,bat
20221103,2571236.8500000006,bal
20221103,299731.0421098001,axs
20221103,7496577256.920455,ars
20221103,2702361.3671832,ape
20221103,2155954.8799999994,algo
20221103,18600002.299100004,ada
20221103,57292.101318900051,aave
20221102,298.12153099999978,yfi
20221102,392500268.75657767,xrp
20221102,26842648.7708401,usdt
20221102,379341986.51763433,usd
20221102,449122.88223189994,uni
20221102,7473437.1695976006,tusd
20221102,30461205.02331,trx
20221102,1381862.0509499004,sushi
20221102,283520.16767019994,sol
20221102,680708.8535632001,snx
20221102,329044837523.819,shib
20221102,3952398.4083094997,sand
20221102,6945.6113399999986,qnt
20221102,44441.80614910007,paxg
20221102,12373409.236662082,omg
20221102,7653811183.8053226,mxn
20221102,3512.0550000000003,mkr
20221102,5597566.4662989974,matic
20221102,20165340.605949394,mana
20221102,831927.3210196998,ltc
20221102,4613791.5308586,lrc
20221102,1421138.1997973991,link
20221102,28723832.60000002,grt
20221102,184494403.63216081,gala
20221102,19332047.0918245,ftm
20221102,112232.53182540028,eth
20221102,8434069.669435,enj
20221102,4004477.2936501992,dydx
20221102,524770.46519700007,dot
20221102,130819896.81805052,doge
20221102,2231334.5536053,dai
20221102,4844010.3994674981,crv
20221102,5917690969.4542418,cop
20221102,101647.52361560003,comp
20221102,61892233.695343919,chz
20221102,13888.541545879943,btc
20221102,289587276.43623394,brl
20221102,204962.0427128,bch
20221102,17366255.500089798,bat
20221102,5926632.8190181,bal
20221102,1097878.3765784,axs
20221102,12394520789.79723,ars
20221102,4137729.4552517985,ape
20221102,6027110.822701,algo
20221102,32357267.153215498,ada
20221102,124280.04251180013,aave
20221101,180.05144400000009,yfi
20221101,249427436.84685189,xrp
20221101,12236325.1025183,usdt
20221101,288051545.89242876,usd
20221101,248237.86621999997,uni
20221101,4915549.6938138995,tusd
20221101,34678285.91556,trx
20221101,1154457.2599999998,sushi
20221101,308366.08369430038,sol
20221101,419181.6754009,snx
20221101,455952177247.976,shib
20221101,2110909.95,sand
20221101,7039.3584000000028,qnt
20221101,26440.268799599988,paxg
20221101,7598010.3219535956,omg
20221101,3852043523.4442186,mxn
20221101,3022.3810000000003,mkr
20221101,3181358.4123119991,matic
20221101,15320614.929394599,mana
20221101,259406.30267340012,ltc
20221101,3482385.4998556995,lrc
20221101,907475.27227790083,link
20221101,30720427.499999993,grt
20221101,119870330.78877726,gala
20221101,15408495.295160003,ftm
20221101,70154.275725000116,eth
20221101,4867222.2222449994,enj
20221101,1366105.0070367998,dydx
20221101,354284.225794,dot
20221101,89511942.30210498,doge
20221101,2286605.8062458,dai
20221101,2584973.5109602003,crv
20221101,10339171498.150593,cop
20221101,61011.2482142,comp
20221101,93731122.582776383,chz
20221101,7500.4211476300061,btc
20221101,275037029.52273941,brl
20221101,117036.029,bch
20221101,5580589.0200000005,bat
20221101,3844348.1179587976,bal
20221101,717690.1282484004,axs
20221101,6430765624.575572,ars
20221101,3701703.2327472004,ape
20221101,6405759.9858754,algo
20221101,14257042.629361704,ada
20221101,79062.799158700014,aave
20221031,23.87957461,yfi
20221031,600084.72039324,xrp
20221031,2152722.9398687603,usdt
20221031,206995.32281838,usd
20221031,328.91697864,uni
20221031,93.4627488,tusd
20221031,11364.99694458,trx
20221031,1304.36268992,sushi
20221031,241.79622194,sol
20221031,161.26726733,snx
20221031,618630936.29638636,shib
20221031,1293.35771478,sand
20221031,16.6715811,qnt
20221031,0.01698846,paxg
20221031,4902782.8273229208,omg
20221031,12274374.271943919,mxn
20221031,1.95733288,mkr
20221031,109.56905227,matic
20221031,27611.44198708,mana
20221031,498.82740788,ltc
20221031,3637.36762563,lrc
20221031,196.66156248,link
20221031,7415793.84312338,grt
20221031,111372.07052379,gala
20221031,19093.84199848,ftm
20221031,121.54304068,eth
20221031,86.19826392,enj
20221031,180.2901975,dydx
20221031,486117.24725694,dot
20221031,146412.59416159,doge
20221031,1491.31261061,dai
20221031,469913.58877396007,crv
20221031,12277478.750902141,cop
20221031,42.28117745,comp
20221031,49771122.994784757,chz
20221031,65.555829769999988,btc
20221031,235113.39193423,brl
20221031,216.11493918,bch
20221031,24380.96410962,bat
20221031,1044.05642573,bal
20221031,148499.01707233,axs
20221031,40.943565,avax
20221031,928926.42108378,ars
20221031,941.48365546,ape
20221031,3923700.1203704607,algo
20221031,11426.75691126,ada
20221031,42.64572453,aave
20221030,1440520.0,usdt
20221030,5956769.0399999991,omg
20221030,11765106.400000004,grt
20221030,422400.21068529994,crv
20221030,25310283.411557898,chz
20221030,264322.66278499993,axs
20221030,950776.34000000008,algo
20221029,2433244.9187539,usdt
20221029,15093000000.0,shib
20221029,6859879.9899999984,omg
20221029,100.0,mxn
20221029,2923992.0385,chz
20221029,4933415.5599998953,bal
20221029,237293.879106,axs
20221028,10127758.0,usdt
20221028,1222.9149400000001,paxg
20221028,3533255.1100000013,omg
20221028,300.52999999999986,mxn
20221028,2511567.209304,enj
20221028,6753842.4799999008,bal
20221028,566893.79623220011,axs
20221027,6000000.0,usd
20221027,205.56845,paxg
20221027,303.25999999999846,mxn
20221027,1041044.318184,enj
20221027,469287.4693,chz
20221027,10000000.0,avax
20221026,646020.0,usd
20221026,1000.0,cusd
20221026,1.0,btc
20221026,1146.18339,aave
20221025,174000.0,usd
20221025,0.03,mxn
20221025,3000.0,cusd
20221025,0.1,brl
20221024,0.24692034,yfi
20221024,622973.00262601,xrp
20221024,229986.62062145,usdt
20221024,289310.44091276,usd
20221024,293.8558862,uni
20221024,22.66910865,tusd
20221024,11453.24947152,trx
20221024,1337.59333876,sushi
20221024,203.91153194,sol
20221024,209.08484804,snx
20221024,124458555.75130726,shib
20221024,555.80993924,sand
20221024,63.48489789,qnt
20221024,0.05269583,paxg
20221024,1450.06806236,omg
20221024,10427674.349579651,mxn
20221024,2.9815697,mkr
20221024,107386.58327078,matic
20221024,17660.16077008,mana
20221024,238.42706959,ltc
20221024,2513.83209134,lrc
20221024,156.86257693,link
20221024,16453.94336936,grt
20221024,82303.37147678,gala
20221024,17498.69649061,ftm
20221024,50.757924290000005,eth
20221024,26.14441621,enj
20221024,235.80257506,dydx
20221024,156.35734472,dot
20221024,35070.37213917,doge
20221024,606.40705696,dai
20221024,120495.47298952,crv
20221024,10497390.458381049,cop
20221024,45.26991259,comp
20221024,370736.54691698996,chz
20221024,61.89674231,btc
20221024,195504.13408473,brl
20221024,155.813327,bch
20221024,586582.8434925,bat
20221024,2230.87616216,bal
20221024,365.97439383,axs
20221024,682222.01054371,ars
20221024,870.01664638,ape
20221024,2530.53386958,algo
20221024,15024.41431067,ada
20221024,57.73376819,aave
20221023,1607473.489312,doge
20221023,682598.51199,ada
20221022,12.5841,yfi
20221022,38746.35,sushi
20221022,3036742.3214889998,gala
20221022,566940.0496696,chz
20221022,112549.0,bat
20221021,1293.20748,paxg
20221021,1000.0,mxn
20221021,1307778.3,gala
20221021,0.1,brl
20221020,71010.0,usd
20221020,0.03,mxn
20221020,0.05,btc
20221020,2.1199999999999997,brl
20221020,12894556.01206,ars
20221019,10.0,usd
20221019,258.938,paxg
20221019,397667.92,ftm
20221019,15.1,brl
20221019,74015.6,algo
20221018,975350.0,usdt
20221018,4909807.0,trx
20221018,19543.55,sushi
20221018,1199.9524651000002,paxg
20221018,90.91,mkr
20221018,609857.7,grt
20221018,222093.023256,enj
20221018,1594856.379426,doge
20221018,1946239520.0,cop
20221018,1.0,btc
20221018,0.1,brl
20221017,0.31401785,yfi
20221017,694351.79378348,xrp
20221017,10825872.081764188,usdt
20221017,207757.93005396,usd
20221017,70758.27277166,uni
20221017,3376757.1656077,tusd
20221017,256439417.16662046,trx
20221017,414377.76729053,sushi
20221017,234.66586709,sol
20221017,315208.08603530994,snx
20221017,98429723914.298691,shib
20221017,6925573.7701661456,sand
20221017,14413.7765349,qnt
20221017,3.758125,paxg
20221017,38997232.0230391,omg
20221017,12254422.491716649,mxn
20221017,3522.3396375700004,mkr
20221017,2563087.5326919295,matic
20221017,378643.69984567,mana
20221017,364.30202061,ltc
20221017,11851977.448643865,lrc
20221017,2118495.5002439488,link
20221017,34224534.306041814,grt
20221017,456970168.85280627,gala
20221017,14889661.565711074,ftm
20221017,73.16972045,eth
20221017,5073220.94561401,enj
20221017,567049.95929786994,dydx
20221017,372356.00969963009,dot
20221017,159300113.06754553,doge
20221017,248.04748384,dai
20221017,6677614.1359025091,crv
20221017,1492397863.5462711,cop
20221017,1754.7397277700002,comp
20221017,120553563.2797486,chz
20221017,59.30503173,btc
20221017,169249789.12027264,brl
20221017,173.50023945,bch
20221017,28490.50491182,bat
20221017,5109361.7176846117,bal
20221017,310686.09205950995,axs
20221017,794603.6181778,ars
20221017,29658410.571641296,ape
20221017,826735.65466692,algo
20221017,27312686.91991993,ada
20221017,57.95900178,aave
20221016,16994879.3680374,usdt
20221016,12910.874,uni
20221016,4804811.922,tusd
20221016,290005414.33050966,trx
20221016,1612561.7766380997,sushi
20221016,1586565.1973939997,snx
20221016,89016566150.0,shib
20221016,3243620.2244020994,sand
20221016,1958.4637699999998,qnt
20221016,46846264.203741431,omg
20221016,10000.0,mxn
20221016,7931.3654622000031,mkr
20221016,1905221.8159499997,matic
20221016,14213962.489435596,lrc
20221016,3531351.3380730995,link
20221016,83899530.199999973,grt
20221016,442370362.09075,gala
20221016,30595852.352561,ftm
20221016,19532340.528574992,enj
20221016,465627.428132,dydx
20221016,967472.11099000054,dot
20221016,236782213.80169854,doge
20221016,17269618.315334085,crv
20221016,41367.13867,comp
20221016,117174698.11410002,chz
20221016,108906462.57988688,brl
20221016,10183355.590000002,bal
20221016,29791250.701458413,ape
20221016,2038318.6200000008,algo
20221016,41252193.854035884,ada
20221015,5563310.754755402,usdt
20221015,8097768.3454161007,tusd
20221015,245487003.0188677,trx
20221015,1709240.24,sushi
20221015,1226669.3764396997,snx
20221015,168253110620.0,shib
20221015,9448988.7352071032,sand
20221015,8880.6073167,qnt
20221015,25992232.331072476,omg
20221015,3476.8036327000004,mkr
20221015,5601138.5968500031,matic
20221015,10276736.4771728,lrc
20221015,1373712.1305087004,link
20221015,27204516.89999998,grt
20221015,341837961.70804578,gala
20221015,24821716.768654,ftm
20221015,4704582.7952389987,enj
20221015,740013.317656,dydx
20221015,154430.29,dot
20221015,279260678.87900448,doge
20221015,11139321.995938504,crv
20221015,69679.748662799975,comp
20221015,45201695.2423932,chz
20221015,135326773.54297632,brl
20221015,5234397.9300000006,bal
20221015,19920079.278948903,ape
20221015,9941001.7199999951,algo
20221015,18558602.650069993,ada
20221014,7885525.8472951,usdt
20221014,1931179.3900000001,tusd
20221014,91063856.7426257,trx
20221014,1852174.6975688997,sushi
20221014,486689.1192783,snx
20221014,164177318090.0,shib
20221014,758299.47000000009,sand
20221014,14594.067737900004,qnt
20221014,15207543.204564521,omg
20221014,1874.8691907000002,mkr
20221014,120886.07595,matic
20221014,375172.67,mana
20221014,8843462.0993778948,lrc
20221014,1077006.52803,link
20221014,10192855.400000002,grt
20221014,120260429.31541799,gala
20221014,2170759.4911909997,ftm
20221014,3850589.652859,enj
20221014,256115.907903,dydx
20221014,183900041.35462585,doge
20221014,7939222.1951870983,crv
20221014,11230.60517,comp
20221014,41329281.023974009,chz
20221014,125695958.64119431,brl
20221014,4511390.9999999963,bal
20221014,6675312.7039370006,ape
20221014,5562538.0700000031,algo
20221014,10928137.63379,ada
20221013,100.0,xlm
20221013,52231571.541439012,usdt
20221013,10000000.0,usd
20221013,249624.56961000006,uni
20221013,1146758.182,tusd
20221013,117805222.12842259,trx
20221013,836783.16999999993,sushi
20221013,0.4,sol
20221013,660463.50999999989,snx
20221013,111244795960.0,shib
20221013,1482177.7379271002,sand
20221013,470.3536748,qnt
20221013,10000000.0,paxg
